ID,Population,City,Longitude,Latitude,CIscore,CIscoreP,CES 3.0 Percentile Range,Ozone,PM2.5,Diesel PM,DrinkingWater,Pesticides,Tox Releases,Traffic,Cleanups,GroundwaterThreats,Haz Waste,Imp. Water Bodies,Solid Waste,PollutionScore,Asthma,Low Birth Weight,Cardiovascular,Education,Linguistic Isolation,Poverty,Unemployment,Housing Burden,PopCharScore,Children < 10 (%),Pop 11-64 years (%),Elderly > 65 (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other (%),CIdecile,CIvigintile,2019 Smoking Products,Used prescription drug for asthma,2019 Dom Tapestry Segment Name
06037143700,3748,Los Angeles,-118.3567733,34.1291853,17.56,32,30-35%,0.051,12.05,20.95,625.99,0,1601.88,2671.98,14.25,5.75,0.38,6,2.2,62.38,14.08,4.62,4.59,1.4,3,11.9,9.1,17.4,22.04,7.9,78.5,13.6,7.1,78.1,4.2,0.1,7.1,3.5,4,7,1426403,134,Urban Chic
06037143800,4878,Studio City,-118.3805891,34.135557,24.07,48,45-50%,0.051,12.05,15.45,614.44,0,1390.71,1568.81,7.5,8.75,0.48,6,0.4,55.75,23.66,5.91,7.17,1.1,1.9,11.2,12.4,13.6,33.8,10.3,74.8,14.9,7.3,79,3.7,0.1,6.4,3.4,5,10,1661065,167,Urban Chic
06037143901,4068,Studio City,-118.4000483,34.1321322,7.81,8,5-10%,0.051,12.05,9.49,618.05,0.002,1299.97,1173.33,0,0.3,0.1,6,0,44.32,15.08,3.03,4.66,4.7,2.8,11.3,7.6,11.4,13.8,12.6,71.4,16,6,83,1.6,0,5.9,3.5,1,2,1300211,138,Top Tier
06037143902,3000,Sherman Oaks,-118.4214241,34.1358007,8.9,11,10-15%,0.051,12.05,9.06,618.05,0,1183.53,1008.49,0,8.5,0,6,0,43.01,13.73,4.35,4.33,0.8,0.6,6,11.8,10.5,16.19,10.7,75.9,13.4,7.3,81.3,3.2,0.2,5.3,2.8,2,3,997335,95,Trendsetters
06037181000,6144,Los Angeles,-118.2043862,34.1452669,29.9,59,55-60%,0.051,11.63,19.39,502.43,0,2302.71,2762.95,3,3.3,0.21,0,9,53.38,46.03,6.37,7.77,8.2,4.8,15.4,6.1,13.8,43.85,9.8,71.2,19,27.6,41.7,1.5,0.3,25.9,3,6,12,1035314,192,Pacific Heights
06037181300,3629,Los Angeles,-118.2236529,34.1360845,26,52,50-55%,0.05,12.05,21.83,439.5,0,2250.57,2449.15,0,3,0.25,0,6,51.26,35.57,8.93,5.21,9.8,8.1,16.1,6.3,11.5,39.71,10.2,73.8,16,33.3,31.6,2.2,0.2,30,2.7,6,11,518241,94,Pacific Heights
06037186100,4715,Los Angeles,-118.2299818,34.1284623,29.5,59,55-60%,0.05,12.05,21.83,673.49,0,2394.33,1704.82,0,0.3,0.04,0,0.6,45.63,53.64,5.33,6.45,10.7,12.2,32,8.7,18.1,50.61,10.3,74.8,14.9,35,30.3,1.4,0.2,30,3.2,6,12,751457,166,City Lights
06037186301,2999,Los Angeles,-118.2404336,34.1223506,42.89,80,80-85%,0.05,12.05,21.84,444.11,0,2568.46,1367.51,6,22.5,0.01,5,0.5,52.79,61.39,5.6,7.26,38.5,14,64.2,5.2,24.9,63.61,16.5,76.6,6.9,73.5,12.6,2.5,0,10,1.3,9,17,286357,86,NeWest Residents
06037186401,3452,Los Angeles,-118.2455126,34.1174815,56.91,95,90-95%,0.05,12.47,21.83,225.83,0,2711.49,1976.1,14.25,23.8,0.72,5,2,60.49,69.42,5.85,7.73,43.1,29.9,58.2,9.9,27.5,73.64,17.7,74.1,8.2,82.7,3.2,0.7,0,12.6,0.9,10,19,205895,105,Las Casas
06037187101,3235,Los Angeles,-118.2602407,34.1160806,40.73,77,75-80%,0.05,12.47,24.9,437.15,0,2783.66,1706.87,13.25,19.05,1.52,5,1.5,62.63,61.18,2.59,9.12,14.2,15.5,28.2,8.8,20.6,50.9,9.2,75.6,15.2,45.1,26.3,1.1,0.3,24.4,2.7,8,16,450166,118,City Lights
06037187102,3254,Los Angeles,-118.2514556,34.1090483,61.18,97,95-100% (highest scores),0.048,12.47,26.94,443.32,0,3279.97,2074.23,58,55,7.06,8,6.5,71.18,61.04,5.93,9.09,19.9,21.7,39.8,8.1,24.8,67.29,11,77.4,11.6,60,16,1.4,0.1,21.1,1.3,10,20,430857,144,International Marketplace
06037187200,3132,Los Angeles,-118.2473892,34.1036004,54.95,93,90-95%,0.048,12.89,28.4,630.81,0,3287.6,2810.36,42.5,20.75,6.28,5,2.7,70.75,56.06,3.62,8.33,38.3,17.5,56.6,8.7,29.6,60.8,12.4,78,9.6,76.3,8.9,1,0.1,12.2,1.5,10,19,191371,107,Las Casas
06037187300,3216,Los Angeles,-118.2567268,34.1016085,33.82,66,65-70%,0.048,12.89,29.34,625.91,0,3175.26,1878.85,7.9,1,3.01,5,3,63.12,61.33,3.61,9.14,7.5,2,18,8.6,18.6,41.95,10,80,10,23.4,51,2.8,0.2,18.8,3.9,7,14,944089,105,Trendsetters
06037188100,4076,Los Angeles,-118.2703438,34.1366071,63.51,98,95-100% (highest scores),0.051,12.47,24.83,685.05,0,2361.44,3118.84,63.2,58.5,3.72,6,25.3,75.34,60.91,5.22,9.09,24.9,17.6,40.8,7.8,31.9,65.99,10.9,78.2,10.9,55.8,27.3,2.3,0.1,12.8,1.7,10,20,599648,137,Trendsetters
06037188201,3270,Los Angeles,-118.2723964,34.1124175,21.18,41,40-45%,0.05,12.89,26.43,626.33,0,2802.14,1824.47,3,0,0,5,2,53.86,38.67,5.21,7.23,2,1.2,17.1,6.2,12,30.78,7,83.9,9.1,17.5,60.4,4.2,0.2,14.1,3.7,5,9,728443,107,Trendsetters
06037188300,3536,Los Angeles,-118.2647639,34.1207814,38.91,74,70-75%,0.05,12.47,24.86,251.9,0,2638.49,1954.14,27,6.75,0.02,5,4.7,57.11,61.33,6.32,9.14,8.5,7.3,16.5,8.2,13.7,53.34,9,73.5,17.5,31.5,36.3,0.8,0.1,28.6,2.8,8,15,513197,126,City Lights
06037189701,3942,Los Angeles,-118.3345237,34.1319418,20.05,38,35-40%,0.053,12.05,15.21,657.74,0,1875.87,3056.56,4.5,5.55,0.02,6,2,55.63,20.4,2.25,6.77,3.1,9.3,23.1,8.4,21.2,28.22,6.7,82.2,11.1,11.1,71.1,5.2,0.2,8.5,3.9,4,8,1389795,165,Metro Renters
06037194102,3458,Los Angeles,-118.3650891,34.116659,10.43,14,10-15%,0.051,12.05,21.64,616.26,0,1555.68,1150.01,0.4,0,0,6,0,44.73,20.72,1.56,6.78,0.3,0.6,19.1,7.8,16.9,18.25,8.8,74.6,16.6,5.1,82.1,3.2,0.1,6.6,3,2,3,1075779,124,Top Tier
06037195100,4717,Los Angeles,-118.2669741,34.1022274,26.38,53,50-55%,0.048,12.89,29.34,664.07,0,3101.17,597.83,1.45,0,1.52,5,1.2,54.49,47.04,3.76,7.2,6.8,4.8,13.4,10,19.7,37.9,11,71.5,17.5,14.2,62.3,3.1,0,16.3,4,6,11,1291653,160,Urban Chic
06037195201,2834,Los Angeles,-118.2785167,34.1087422,25.01,50,45-50%,0.05,12.89,29.27,664.07,0,2770.89,1886.57,0,0,0.06,5,1,53.6,39.29,2.27,7.93,2.2,8.9,20.4,8.4,25.4,36.53,6.7,80.7,12.6,16.1,65.3,2.3,0.1,12.4,3.9,5,10,721541,89,Trendsetters
06037195202,3185,Los Angeles,-118.2785412,34.1029474,20.21,39,35-40%,0.05,12.89,29.34,664.07,0,2890.99,,0,0,0.12,5,0.5,52.03,44.14,2.43,9.2,6.4,9.5,12.8,4.6,6.5,30.41,10.3,78.1,11.6,13.2,67.3,2.2,0.3,13.5,3.5,4,8,889035,110,Urban Chic
06037195400,4395,Los Angeles,-118.2740532,34.0916921,25.89,52,50-55%,0.048,12.89,29.34,664.07,0,3166.73,940.46,0.9,4.3,0.06,5,0,51.58,41.34,4.44,6.09,10.1,7.2,22.5,10.6,15.3,39.3,6.7,81.8,11.5,26.9,53.5,2.7,0.1,13.7,3.1,6,11,1180872,142,Trendsetters
06037195500,4971,Los Angeles,-118.2646124,34.0881864,25.85,52,50-55%,0.046,12.89,29.34,664.07,0,3579.16,923.97,11.9,8.8,0.01,13,0.2,57.43,45.63,3.69,6.57,8.8,8.3,27.1,4.7,16.9,35.24,8.1,80.1,11.8,33.3,43.5,1.9,0.1,18.1,3.2,6,11,1154191,159,Trendsetters
06037197410,3704,Los Angeles,-118.2504362,34.0929176,28.61,57,55-60%,0.046,12.89,28.86,664.07,0,3732.55,2246.32,14.8,6.5,1.58,7,2.1,67.19,36.15,4.41,5.21,7,6.3,24,4.9,23.5,33.34,9.4,79.1,11.5,37.8,46.2,2.1,0.2,10.4,3.2,6,12,689750,113,Trendsetters
06037197420,3509,Los Angeles,-118.2571856,34.0832,46.1,84,80-85%,0.046,12.89,29.34,664.07,0,4144.94,1132.98,16.5,15,0,13,0,59.3,45.7,5.49,6.54,24.5,18.5,55.5,11.3,22,60.86,9.7,81.1,9.2,60.1,23.4,1.7,0.3,12.4,2.1,9,17,471880,151,International Marketplace
06037261101,3499,Beverly Hills,-118.4005365,34.1171681,9.64,12,10-15%,0.05,12.05,10.15,772.38,0.476,1348.15,1047.53,1,0,0,6,0,46.24,16.87,3.2,5.57,2.8,4.3,10.6,3.7,17.9,16.31,12.5,68.8,18.7,5,86.4,1.8,0.1,3.7,3.1,2,3,1223640,112,Top Tier
06037261102,4362,Beverly Hills,-118.4248511,34.1131952,7.88,8,5-10%,0.05,11.63,8.28,758.54,0.008,1239.58,930.4,0,0,0,6,0,40.23,15.68,3.68,5.29,1.3,3.1,12.6,4.5,16.4,15.33,12,67,21,4.3,83.4,2,0,6.2,4,1,2,1419088,145,Top Tier
06037261200,4341,Los Angeles,-118.4418058,34.1132765,8.95,11,10-15%,0.05,11.63,7.33,749.31,0.002,1189.68,851.67,0,0,0.1,0,2,41.19,9.31,4.65,4.06,1.8,4,12.6,7.3,9.6,17.02,11.3,67.6,21.1,4.8,83.2,0.9,0.1,6.7,4.4,2,3,1358529,148,Top Tier
06037262100,3586,Los Angeles,-118.4570806,34.1085369,14.48,24,20-25%,0.048,11.63,7.59,750.85,0.555,1231.42,927.77,0,0,0.31,0,4,47.09,10.65,5.88,4.9,4,3.7,12.2,7.3,9.3,24.08,10.1,66.9,23,5.7,82.5,1.3,0,6.6,3.9,3,5,1142347,125,Top Tier
06037262200,4675,Los Angeles,-118.4698011,34.1017214,7.41,7,5-10%,0.05,11.63,12.32,599.03,0.734,1138.29,3462.92,0,0,0.26,0,6.5,50.82,7.68,4.08,3,1.8,2,6.2,8,7.9,11.42,10.6,68.5,20.9,4.7,79.6,2,0,9.6,4.1,1,2,1651473,168,Top Tier
06037262301,2744,Los Angeles,-118.4912444,34.0918293,5.29,3,1-5% (lowest scores),0.05,11.21,13.07,618.56,0.129,842.8,3328.73,0,3,0.25,0,2,49.16,12.54,3.03,3.89,1.2,3.5,8.6,3.2,12.4,8.43,9.2,63.6,27.2,11.7,71.6,1.2,0.1,12.1,3.4,1,1,822694,99,Top Tier
06037300100,6002,La Crescenta,-118.2325716,34.2442558,6.56,6,5-10%,0.053,10.79,3.09,820.03,0,1162.87,147.36,0,2.25,0,0,0,28.84,33.37,2.34,7.3,1.8,3.8,12.1,2.7,7.5,17.81,10.1,75.6,14.3,8.6,65.1,0.6,0.1,22.7,2.9,1,2,1165289,202,Top Tier
06037300200,5546,La Crescenta,-118.2386852,34.2283768,19.36,37,35-40%,0.053,11.21,4,355.72,0,1217.71,542.33,0,20.3,0,2,0.2,34.55,41.31,6.11,8.8,4.8,12.5,14.8,4,12.6,43.87,10.3,76.4,13.3,8.9,54.1,0.6,0.2,33.6,2.6,4,8,766005,130,Pacific Heights
06037300301,6140,La Crescenta,-118.2526054,34.2510958,16.02,28,25-30%,0.053,10.79,9.01,901.26,0,1080.96,578.31,0,20,0,2,0.2,40.61,33.65,4.05,7.28,6.7,4.4,10.9,,17.1,30.88,9.6,76.5,13.9,8.8,60.9,0.6,0.1,26.3,3.3,3,6,1033974,173,Savvy Suburbanites
06037300400,5740,La Crescenta,-118.2563984,34.2284593,25.37,51,50-55%,0.053,11.21,8.66,891.93,0,1175.01,1409.48,0,21.05,0,2,2,48.49,41.27,5,8.8,6.8,6,16,8,12.1,40.96,10.3,78.8,10.9,16.5,58.5,0.6,0.1,20.9,3.3,6,11,713850,163,Savvy Suburbanites
06037300501,3868,La Crescenta,-118.2402637,34.2206692,16.16,28,25-30%,0.053,11.21,8.68,355.72,0,1241.76,1890.66,0,20,0,2,0.2,41,28.99,3.82,6.99,7.2,8.4,18.2,4.1,20,30.86,9.3,81.8,8.9,13,50.3,0.5,0.2,33.6,2.4,3,6,442118,85,Pacific Heights
06037300502,6026,Montrose,-118.2257027,34.2110063,21.25,42,40-45%,0.053,11.21,13.13,808.66,0,1315.89,1660.55,0,25.25,0.1,2,0,49.89,21.05,4.11,7.56,5.8,16,20.3,8.1,13.7,33.35,10.2,79.3,10.5,14.3,54.9,0.8,0.2,27,2.8,5,9,950310,219,City Lights
06037300600,8053,Glendale,-118.2378916,34.2066236,19.02,36,35-40%,0.053,11.21,11.76,883.49,0,1336.98,929.33,0,24.85,0.02,2,0.2,46.03,21.2,3.51,6.42,9.9,10,26.9,5,26.7,32.35,10.8,73.6,15.6,11.7,59.9,0.7,0.2,24.3,3.2,4,8,1215570,275,City Lights
06037300701,6144,Glendale,-118.2519312,34.203681,12.4,19,15-20%,0.053,11.63,6.87,900.79,0,1404.27,922.27,0,2.7,0,6,2,45.25,14.67,4.97,5.46,3,1.9,13.1,3.8,18.8,21.45,10.1,72.4,17.5,9.4,76.7,0.5,0,10.2,3.1,2,4,1359331,214,Top Tier
06037300702,5604,Glendale,-118.2629218,34.1823785,10.54,14,10-15%,0.053,11.63,16.65,904.35,0,1623.18,641.95,0,0,0.01,3,2,44.83,16.84,1.71,5.3,4.5,8.4,13.3,7.9,13.3,18.41,9.9,68.8,21.3,6.5,79.7,0.7,0,10.6,2.5,2,3,1337798,196,Exurbanites
06037300800,6947,Glendale,-118.220602,34.1845879,22.93,45,45-50%,0.051,11.63,14.71,901.19,0,1592.11,1325.83,0,20,0.2,2,0,50.97,16.62,4.2,6.33,6.1,13.9,25.5,7.1,27.7,35.22,10.2,73.5,16.3,12.3,67.3,1.1,0.1,15.8,3.4,5,10,1221022,218,City Lights
06037300901,6463,Glendale,-118.205989,34.1691011,15.18,26,25-30%,0.051,11.63,13.68,901.3,0,1824.55,970.27,0,0.75,0.02,2,7.5,47.8,19.75,4.71,5.23,3.9,12.7,5.1,7.9,10.8,24.87,9.8,71.4,18.8,8.3,61.6,0.6,0.1,26.1,3.4,3,6,1467415,210,Top Tier
06037300902,1998,Glendale,-118.2004184,34.1541923,27.32,54,50-55%,0.051,11.63,12.86,901.05,0,2059.78,3307.59,0,3.75,0.06,0,10,51.28,29.96,6.78,7.56,5.5,2.7,12,8.6,19.6,41.71,10.8,70.1,19.1,12.6,66.6,0.7,0.1,16.2,4,6,11,421436,69,Exurbanites
06037301000,4841,Glendale,-118.2309561,34.1564802,25.82,51,50-55%,0.051,12.05,16.39,904.35,0,1933.76,2090.45,0,0.75,0.24,3,1,52.88,27.95,2.61,7.54,10.7,13.6,27.6,9.4,20,38.22,9,75.3,15.7,18.7,55.8,2.3,0.2,20,3.1,6,11,800286,172,Urban Chic
06037301100,6491,Glendale,-118.2471275,34.1622943,22.16,43,40-45%,0.051,12.05,20.68,904.35,0,1877.31,875.13,0,0,0.02,3,0.3,46.36,24.87,3.46,8.34,8.2,17.4,23,5.4,22.4,37.42,10.4,71.3,18.3,12.5,71.1,0.8,0.1,11.9,3.7,5,9,1124707,223,City Lights
06037301203,4368,Glendale,-118.2609478,34.1662572,28.84,58,55-60%,0.053,12.05,24.51,904.35,0,1855.74,458.03,3,0,0,6,0,46.39,35.16,4.11,8.37,12.5,19.3,28.3,7.5,28.2,48.66,8.8,73,18.2,8.3,69.9,0.9,0.1,17.4,3.5,6,12,711301,160,City Lights
06037301204,4990,Glendale,-118.2597444,34.161482,37.45,72,70-75%,0.053,12.05,24.51,904.35,0,1910.79,673.76,6,0,0,6,0,49.52,35.14,4.39,8.37,14.6,33.3,44.2,12.3,42.1,59.2,9.4,75.4,15.2,11.4,62.7,3,0,18.8,4.1,8,15,810940,159,Trendsetters
06037301205,2209,Glendale,-118.2729275,34.1684098,25.34,50,50-55%,0.053,12.05,24.51,904.35,0,1839.37,436.55,6,4.75,0.07,6,0.2,51.7,35.16,4.48,8.37,10.5,9.7,10.3,8,13,38.37,10.7,72.2,17.1,8.7,75.6,0.8,0,11.9,3,6,11,324497,67,Pleasantville
06037301206,5363,Glendale,-118.2724011,34.1631614,39.17,75,70-75%,0.053,12.05,24.51,904.35,0,1905.78,643.01,15.7,8.5,0.31,6,1.5,61.46,35.16,3.18,8.37,14.9,28.7,40.4,7.7,30.8,49.89,8.7,76.3,15,8.1,68.2,0.8,0.1,17.9,4.9,8,15,745657,178,Downtown Melting Pot
06037301300,2016,Glendale,-118.2714599,34.1750805,18.02,33,30-35%,0.053,12.05,24.51,904.35,0,1759.66,414.97,0,0,0,5,1,45.42,30.71,4.65,7.46,7.7,9,9.9,6.2,8.4,31.06,12.3,70.2,17.5,10.5,79.1,0.7,0.1,7.2,2.4,4,7,483918,66,Top Tier
06037301400,3865,Glendale,-118.2829278,34.1815516,14.39,23,20-25%,0.055,12.05,18.98,901.71,0,1697.81,465.44,0,0.3,0,5,2,45.95,25.23,2.35,7.51,8,7.6,18.7,5,11.8,24.52,10.6,72.8,16.6,7.4,81.2,0.6,0,7.1,3.6,3,5,716435,143,Pleasantville
06037301501,1902,Glendale,-118.2869319,34.1752478,33.75,66,65-70%,0.055,12.05,25.61,904.35,0,1769.04,462.87,4,6.85,0.34,5,0,54.2,33.51,2.68,10.18,14.5,24.9,20.2,11.8,20.7,48.75,7.7,76.4,15.9,8.4,79.4,0.4,0,8.4,3.4,7,14,206631,57,Pacific Heights
06037301502,6908,Glendale,-118.2886611,34.1723661,53.14,92,90-95%,0.055,12.05,26.1,904.35,0,1796.78,483.71,17.95,29.8,1.12,6,0.2,62.44,31.91,4.6,9.6,30.2,47.9,54.4,15.2,33.7,66.63,8.6,77,14.4,8.6,77.7,1.1,0,7.6,4.9,10,19,768341,247,Downtown Melting Pot
06037301601,6198,Glendale,-118.2865467,34.1623874,70.91,99,95-100% (highest scores),0.053,12.05,25.93,904.35,0,1882.55,2095.06,52.05,88.7,2.67,8,9.75,76.66,32.65,6.33,9.9,27.2,47.9,49.9,12.2,39.4,72.41,8.7,75.8,15.5,18.9,66.8,1.2,0.1,8.3,4.7,10,20,647525,222,Downtown Melting Pot
06037301602,3908,Glendale,-118.2987272,34.1621154,61.64,97,95-100% (highest scores),0.053,12.05,28.46,903.13,0,1886.91,3264.62,24.25,44.1,1.04,8,3.7,74.51,29.83,7.26,8.73,21.2,21.6,33.5,13.3,24,64.76,10.3,78.9,10.8,42.6,38.1,2.2,0.1,13.9,3,10,20,519120,149,International Marketplace
06037301701,2849,Glendale,-118.2746677,34.1584908,52.67,91,90-95%,0.053,12.05,24.51,904.35,0,1979.33,1708.17,27.4,27.85,0.92,6,6.3,72.31,31.62,9.7,7.61,18.4,15.1,25,8.1,23.7,57.02,8.1,74,17.9,21.7,56.2,1.2,0.4,16.4,4.1,10,19,488848,106,Downtown Melting Pot
06037301702,5556,Glendale,-118.2691593,34.1511527,51.93,91,90-95%,0.051,12.05,24.54,904.35,0,2130.34,2109.68,33.6,37.5,1.27,6,9,73.8,34.66,3.1,8.15,15.7,28.6,48.8,15,30.2,55.08,8.8,77.3,13.9,17.6,63.5,0.8,0.3,13.8,4.1,10,19,761589,226,Downtown Melting Pot
06037301801,4079,Glendale,-118.2596966,34.1556466,43.77,81,80-85%,0.051,12.05,24.51,904.35,0,1985.38,1767.74,12,6.75,0.06,6,0.5,60.1,37.44,4.59,9.28,13.2,30.8,41.1,7.9,29.2,57.01,9.3,75.7,15,18.9,52,2.4,0.2,21.6,4.9,9,17,977819,212,Downtown Melting Pot
06037301802,3578,Glendale,-118.2597025,34.1492141,45.47,84,80-85%,0.051,12.05,24.56,904.35,0,2081.42,893.76,11.1,7.05,0.58,6,1.9,62.39,35.62,2.94,8.48,17,35.3,46.2,14.7,46.9,57.06,9.6,75.3,15.1,16.2,61.5,1,0,17,4.3,9,17,852652,217,Downtown Melting Pot
06037301900,7810,Glendale,-118.2464109,34.1556019,39.76,76,75-80%,0.051,12.05,20.02,904.35,0,1973.64,2304.47,1.2,0,0.28,3,3,57.47,38.24,4.05,10.01,13.2,29.1,37.5,6.6,27.5,54.16,9.3,71.3,19.4,14,64.2,1.6,0.1,16.1,4,8,16,1087773,266,Downtown Melting Pot
06037302002,3532,Glendale,-118.2505278,34.1491687,54.88,93,90-95%,0.051,12.05,24.14,904.35,0,2063.76,918.21,6,0,0.56,3,3,58.47,38.17,6.91,9.99,14.5,29.9,41.6,17.6,38.8,73.47,7.5,74,18.5,15.3,62.6,2.3,0.2,15.6,4,10,19,556034,128,City Lights
06037302003,3578,Glendale,-118.2439771,34.1487828,41.8,78,75-80%,0.051,12.05,17.47,904.35,0,2057.28,1194.6,6,0,0.56,3,1.5,56.1,35.28,2.82,9.2,22.9,43.2,43.3,13.4,39,58.33,8.2,75,16.8,12.5,70.8,1.1,0.1,12.5,3,8,16,425891,135,Downtown Melting Pot
06037302004,4214,Glendale,-118.2387735,34.1488475,39.39,75,75-80%,0.051,12.05,17.31,904.35,0,2053.27,1514.31,3,0.3,0.24,2,0.3,52.21,38.24,2.42,10.01,21.3,42.6,49.4,13,27.4,59.06,8.2,77.1,14.7,15.7,61.3,1.1,0.1,17.5,4.3,8,16,602073,160,Downtown Melting Pot
06037302102,6439,Glendale,-118.2363625,34.1347576,40.69,77,75-80%,0.051,12.05,21.83,900.36,0,2291.39,1379.78,1.2,1.5,0.08,0,2,51.39,47.01,4.31,10.67,15.4,18.5,39.1,10.7,30.4,61.98,8.9,77,14.1,21.6,56.5,1.4,0.1,18,2.4,8,16,854227,235,Downtown Melting Pot
06037302103,5504,Glendale,-118.238019,34.1425784,45.7,84,80-85%,0.051,12.05,21.83,904.35,0,2156.09,862.15,3,0.75,0.18,0,0.7,49.97,49.72,4.37,12.38,24,38.7,58.6,11.7,37,71.59,8.3,77.3,14.4,22.1,55.1,0.9,0,18.3,3.7,9,17,621728,202,Downtown Melting Pot
06037302104,3917,Glendale,-118.2320864,34.1454079,46.32,85,80-85%,0.051,12.05,20.21,899.38,0,2087.84,2455.92,0,3,0.22,0,2,53.95,35.29,7.96,8.74,14.1,19.8,41.1,13.3,27,67.22,9.4,78.7,11.9,25.7,39.4,2.6,0.2,28.3,3.8,9,17,511344,153,Downtown Melting Pot
06037302201,3856,Glendale,-118.2484454,34.1444791,48.11,87,85-90%,0.051,12.05,23.31,904.35,0,2124.96,929.87,12,0,0.52,0,1.7,55.45,34.92,5.26,8.76,32.1,47.9,60.6,11.9,32.3,67.92,7.2,69.7,23.1,14.5,68.8,1,0,12,3.7,9,18,553016,150,Social Security Set
06037302202,5254,Glendale,-118.2485559,34.1407531,53.41,92,90-95%,0.051,12.05,23.5,904.35,0,2250.66,880.33,12.2,0,0.28,5,1.3,58.17,58.06,3.23,14.42,23,37.2,54.5,15.8,36.7,71.88,9.8,75.9,14.3,23.8,59.7,1,0,12.1,3.4,10,19,519943,191,Downtown Melting Pot
06037302301,3790,Glendale,-118.2632446,34.1446832,54.62,93,90-95%,0.051,12.05,24.86,904.35,0,2631.27,887.36,28.25,30,2.04,6,5.45,70.18,59.28,4.95,8.87,19.7,25.9,39.4,5.5,26,60.93,9.8,76.7,13.5,21.1,51.1,1.7,0.3,23.5,2.3,10,19,643882,140,Downtown Melting Pot
06037302302,4895,Glendale,-118.261783,34.1403264,64.86,98,95-100% (highest scores),0.051,12.05,24.86,904.35,0,2698.9,854.2,24.9,12.9,2.94,5,9.05,68.65,72.69,4.71,10.53,26.2,38.8,48.5,11.3,34.6,73.97,10.1,76.5,13.4,34.4,44.6,1.7,0.3,16.9,2.2,10,20,570751,212,Downtown Melting Pot
06037302401,5944,Glendale,-118.2597456,34.1316179,68.65,99,95-100% (highest scores),0.051,12.05,24.86,900.64,0,2433.7,805.67,37.2,25.5,1.76,5,15.5,70.33,67.93,5.78,9.85,24.4,39.1,49.4,11,31.8,76.41,9.8,75.5,14.7,37.3,41.2,1.9,0.1,17,2.5,10,20,687459,282,International Marketplace
06037302503,4330,Glendale,-118.2473422,34.1376048,55.89,94,90-95%,0.051,12.05,23.18,904.35,0,2275.04,718.53,3.2,0,0.07,5,2.2,53.09,58.06,6.99,14.42,21,40.6,56.8,10.3,45.4,82.41,10,76.5,13.5,25.4,60,0.6,0,11.5,2.5,10,19,399075,151,Downtown Melting Pot
06037302504,4234,Glendale,-118.2491936,34.1351285,53.8,92,90-95%,0.051,12.05,23.62,904.35,0,2336.94,733.22,2.6,0,0.06,5,2.2,53.09,58.06,5.35,14.42,30.1,42.6,57.6,10.7,44.7,79.33,9.8,78.2,12,32.9,50.8,0.8,0,12.6,2.9,10,19,402065,179,Downtown Melting Pot
06037302505,3749,Glendale,-118.253081,34.1273036,63.53,98,95-100% (highest scores),0.05,12.05,24.86,901.45,0,2504.47,784.56,8,11.55,0.1,5,2.4,59.65,54.47,7.24,11.24,20.4,30,65.5,16.6,44.2,83.38,11.8,75.8,12.4,43.5,38.8,1.5,0.1,13.3,2.7,10,20,412070,179,High Rise Renters
06037302506,3534,Glendale,-118.2463128,34.1277465,42.95,80,80-85%,0.05,12.05,22.72,900.59,0,2453.47,779.7,4,3.3,0.1,5,0.4,53.1,50.92,3.79,12,20.6,25.4,37.9,11.4,25.2,63.32,9.9,75,15.1,29.3,53.9,2.2,0,11.1,3.5,9,17,458283,124,City Lights
06037310100,5849,Burbank,-118.3073649,34.2073831,16.99,30,30-35%,0.055,12.05,9.4,878.73,0,1365.82,720.65,12.7,32.1,0.24,6,10.5,62.47,21.94,4.09,4.12,11.6,8.5,10.6,7,7.1,21.3,10.3,71,18.7,10.7,72.5,0.9,0.1,12.9,2.8,4,7,1264557,204,Exurbanites
06037310201,5466,Burbank,-118.3045921,34.1922052,24.94,50,45-50%,0.055,12.05,8.92,710.19,0,1598.32,304.06,5.1,8,0.32,0,3.75,47.82,36.48,4.01,7.11,7.8,4,35.9,7.7,30.1,40.84,10.5,77.5,12,13.7,67.3,1.7,0,14,3.3,5,10,879781,204,Enterprising Professionals
06037310202,4985,Burbank,-118.2959084,34.1865849,30.3,60,60-65%,0.055,12.05,13.79,882.61,0,1649.18,276.72,5.25,4.8,0.62,0,0.7,47.27,35.07,4.52,6.95,11.7,14.7,26.2,14.2,27.1,50.19,10.1,78.5,11.4,13,71.5,1.8,0.1,9.5,4.1,7,13,813178,174,Trendsetters
06037310300,2987,Burbank,-118.3178553,34.1991485,16.72,30,25-30%,0.055,12.05,8.92,710.19,0,1432.29,459.21,3,7.3,0.01,6,6.6,49.14,36.88,4.76,6.43,5.6,3,5.7,5,11.9,26.63,10.4,70.1,19.5,10.8,69.6,0.7,0,15.5,3.4,3,6,577236,103,Pleasantville
06037310400,3379,Burbank,-118.3354064,34.2026771,35.25,69,65-70%,0.055,12.05,24.28,709.21,0,1352.57,1288.29,19,65.05,0.92,6,1,67.47,38.09,4.94,6.63,11,9.5,20.7,8.3,15.5,40.9,10.4,76.4,13.2,23.7,61,1,0.2,10.9,3.3,7,14,526733,120,Pleasantville
