ID,Population,City,Longitude,Latitude,CIscore,CIscoreP,CES 3.0 Percentile Range,Ozone,PM2.5,Diesel PM,DrinkingWater,Pesticides,Tox Releases,Traffic,Cleanups,GroundwaterThreats,Haz Waste,Imp. Water Bodies,Solid Waste,PollutionScore,PollutionScore,Asthma,Low Birth Weight,Cardiovascular,Education,Linguistic Isolation,Poverty,Unemployment,Housing Burden,PopCharScore,Children < 10 (%),Pop 11-64 years (%),Elderly > 65 (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other (%),CIdecile,CIvigintile,2019 Smoking Products,Used prescription drug for asthma,2019 Dom Tapestry Segment Name
06037431900,3828,Temple City,-118.060063,34.1103131,27.43,55,50-55%,0.051,11.21,11.41,831.8,0.302,4616.48,731.35,3.1,6.8,0,0,0,44.81,5.52,24.75,5.38,7.07,12.2,19.2,35.1,7.3,23.2,4.97,10.6,76.8,12.6,16.4,23.6,0.8,0.1,57.4,1.6,6,11,296181,82,Pacific Heights
06037432000,8182,Temple City,-118.0547526,34.1023093,21.04,41,40-45%,0.051,11.21,20.17,888.81,1.805,5029.83,700.55,4.3,9.75,0.01,0,1.2,53.16,6.55,22.11,3.95,6.33,10.8,18.9,19.7,4.2,17,3.21,9.1,71.4,19.5,16.1,25.7,0.9,0.1,55.6,1.6,5,9,769949,177,Pacific Heights
06037432101,4179,Temple City,-118.0429074,34.0958571,30.38,60,60-65%,0.05,11.21,20.62,808.01,0,5402.21,729.61,13.8,16.1,0.05,0,0,50.8,6.26,23.63,5.94,5.91,20.6,21.8,21.3,8.8,19.6,4.85,11.7,74.8,13.5,21.9,21.9,0.7,0.2,53.9,1.4,7,13,413273,87,Pacific Heights
06037432102,5633,Temple City,-118.0587854,34.0927124,31.99,63,60-65%,0.05,11.21,20.62,890.22,1.253,5304.42,658.75,31.2,38.7,0.22,0,4,64.31,7.92,25.41,4.46,6.76,13.1,15.6,26.2,7.1,17.9,4.04,10.4,75,14.6,20.1,22,0.4,0.1,55.5,2,7,13,552589,125,Pacific Heights
06037432201,4342,Rosemead,-118.0827115,34.0871355,45.06,83,80-85%,0.05,11.21,22.33,642.17,4.496,5364.46,1016.58,15.25,10.6,0.01,0,0.6,55.6,6.85,38.01,5.62,6.64,22.4,33.2,51.1,13,30.9,6.58,10.1,72.2,17.7,23.5,11.1,0.6,0.2,63.8,0.9,9,17,262694,93,Pacific Heights
06037432202,4252,Rosemead,-118.0708948,34.0859512,49.4,88,85-90%,0.05,11.21,21.47,900.35,2.702,5458.01,849.57,19.5,24.6,0.2,0,2.5,64.36,7.93,38.01,7.88,6.64,24.4,24.1,46.6,8,19.4,6.23,10.5,75.4,14.1,33.5,8.6,0.6,0.2,56,1.2,9,18,291237,120,Urban Villages
06037432300,3951,El Monte,-118.0460653,34.0866395,39.44,75,75-80%,0.05,11.21,20.62,800.49,0,5599.61,811.97,44.25,64.25,0.5,0,0.5,59.54,7.33,39.87,5.48,7.38,23.6,17,30.6,6,19.3,5.38,12.7,75.9,11.4,52.8,10.3,0.4,0.1,35.1,1.3,8,16,270314,110,Urban Villages
06037432401,3789,El Monte,-118.0220588,34.0905474,40.69,77,75-80%,0.051,11.21,15.93,780.81,0.145,5808.36,774.23,0,3,0,6,1,49.32,6.07,39.36,5.58,5.59,35.9,40.5,57.4,12.5,39.4,6.7,13.7,74.4,11.9,52.3,6.7,0.4,0.3,39.7,0.6,8,16,230085,125,Las Casas
06037432402,6310,El Monte,-118.0271968,34.0848582,40.25,76,75-80%,0.05,11.21,18.15,865.33,0.153,5837.14,616.71,13.2,16.2,0.07,6,0,56.35,6.94,39.67,4.17,6.13,41.6,33.6,59.3,8.9,27.2,5.8,15.1,74.7,10.2,61.6,6.3,0.7,0.2,30.3,0.9,8,16,369123,183,Urban Villages
06037432500,8210,El Monte,-118.0058397,34.0966686,50.03,89,85-90%,0.051,11.21,15.93,934.36,0.143,6190.79,789.13,0,10.05,0.36,7,4.7,60.05,7.4,53.76,6.28,7.11,27.2,26.8,39.3,9.4,24.2,6.76,12.5,74.2,13.3,55.6,12.4,0.8,0.1,30.5,0.7,9,18,568641,222,Urban Villages
06037432601,6564,El Monte,-118.0143396,34.0820032,52.53,91,90-95%,0.05,11.21,15.93,747.58,0.234,6215.43,689.84,2.2,12.55,0.15,7,0,54.65,6.73,67.93,5.14,8.58,42.3,25.2,58.3,13.6,33.3,7.8,14.1,76.4,9.5,60,5.1,0.5,0.1,33.5,0.8,10,19,346704,191,Urban Villages
06037432602,4554,El Monte,-118.0052966,34.0814708,41.97,79,75-80%,0.051,11.21,15.93,770.53,0.657,6547.01,1045.74,10,1.65,0.1,1,0.4,53.63,6.61,61.16,4.28,7.85,27.9,20,36.6,11.9,25,6.35,13,76.8,10.2,53.9,6.6,0.4,0.2,38.3,0.7,8,16,304665,120,Urban Villages
06037432700,5262,El Monte,-118.0339351,34.0755467,56.38,94,90-95%,0.05,11.21,18.91,746.3,0.037,6090.78,1190.07,45,58.3,1.24,0,2,64.63,7.96,49.43,4.58,8.61,36.2,30.3,63.6,17.9,22.1,7.08,14.6,76.4,9,77.3,3.1,0.2,0.2,18.9,0.3,10,19,279890,186,Las Casas
06037432801,2568,El Monte,-118.0467069,34.0769216,65.18,98,95-100% (highest scores),0.05,11.21,20.62,636.89,0.31,5943.51,1652.23,36,38.1,0.7,0,2,65.21,8.03,53.71,5.96,9.53,57.4,49,61.8,10.4,38.7,8.12,10.9,61.8,27.3,59.3,3.3,0.1,0.4,36.8,0.2,10,20,172192,92,Southwestern Families
06037432802,5821,El Monte,-118.0533005,34.0788602,56.9,95,90-95%,0.05,11.21,20.62,636.4,0.328,5850.9,2198.83,32.1,44.9,0.38,0,0.2,62.47,7.69,42.62,5.14,7.55,48.2,51,70.6,19.7,29.9,7.4,18.5,76.8,4.7,76.9,3,0.8,0,19.1,0.2,10,19,235301,182,Las Casas
06037432901,4464,Rosemead,-118.0708582,34.0766629,46.2,84,80-85%,0.05,11.21,21.21,551.81,0.74,5808.31,2808.22,24,24.25,0.2,0,0.2,60.33,7.43,38.01,7.01,6.64,25.9,17.5,39.5,8.5,25.3,6.22,11.2,76.9,11.9,29.6,5.1,0.4,0,64.2,0.6,9,17,317591,130,Urban Villages
06037432902,3482,Rosemead,-118.0599559,34.0786952,35.2,69,65-70%,0.05,11.21,20.62,551.81,0.263,5809.03,2757.37,36,49.55,0.28,0,0.7,62.13,7.65,34.43,3.25,6.02,28,18.9,40.1,8.7,22,4.6,11.9,74.1,14,39.9,7.4,0.3,0.1,51.4,0.8,7,14,232091,99,Urban Villages
06037433101,2281,El Monte,-118.0605567,34.0686907,57.76,95,95-100% (highest scores),0.05,11.63,22.22,776.84,0.662,6257.04,3215.01,20.25,53.35,0.4,0,2.5,68.8,8.47,51.34,6.41,8.34,44.6,38.6,47.3,3.3,22,6.82,12.5,74.1,13.4,49.5,6.2,0.2,0.3,43.6,0.3,10,20,130906,66,Pacific Heights
06037433102,5085,South El Monte,-118.0584597,34.0649651,60.51,97,95-100% (highest scores),0.05,11.63,22.47,842.19,0.901,6514.81,1209.56,13.2,54.1,0.14,0,2,64.89,7.99,51.92,6.42,8.43,51.6,40.7,59.9,7.6,29.1,7.57,16.5,76.4,7.1,60.4,2.2,0.1,0.1,36.6,0.6,10,20,266313,180,Las Casas
06037433200,6163,El Monte,-118.0367895,34.0678011,52.29,91,90-95%,0.05,11.63,21.28,761.11,0.032,6501.87,1571.59,32.7,56.15,1.21,0,2.5,66.83,8.23,40.59,4.55,7.08,46.1,24.4,57.5,12.1,24.8,6.35,14.7,75,10.3,70.4,4.7,0.4,0.1,24,0.4,10,19,344169,211,Las Casas
06037433302,1595,El Monte,-118.0143495,34.0629878,66.41,99,95-100% (highest scores),0.05,11.63,32.03,782.36,0,7081.28,2059.86,28.2,29.5,0.2,1,5,68.05,8.38,67.93,4.63,8.58,53.8,46.8,78.4,14.4,34.3,7.92,19.3,73.4,7.3,82.6,3.3,0.3,0.3,13.1,0.4,10,20,67089,51,Las Casas
06037433304,4726,El Monte,-118.019896,34.0708986,53.96,92,90-95%,0.05,11.21,18.18,780.57,0,6492.76,1737.96,10,14.65,0.11,1,0.5,56.36,6.94,67.93,5.73,8.58,36,43.6,65.1,10.2,25.3,7.77,15.1,73.4,11.5,65.5,3.7,1.2,0.1,28.9,0.6,10,19,275947,163,Las Casas
06037433305,4893,El Monte,-118.0127105,34.0703231,53.58,92,90-95%,0.05,11.21,20.25,782.36,0,6739.43,2504.68,18.65,10.35,0.04,1,1.25,57.8,7.12,67.93,4.22,8.58,38.2,33.4,62.6,14.2,44.5,7.53,18.7,75.2,6.1,77.1,2.8,0.6,0.1,19.1,0.3,10,19,237619,152,Las Casas
06037433306,3333,El Monte,-118.0077568,34.0715068,51.8,91,90-95%,0.05,11.21,18.93,782.36,0,6847.28,1787.1,26.6,9.6,0.02,1,1.25,56.84,7,67.93,4.12,8.58,42.1,43.5,63.8,13.4,29.5,7.4,16.1,75.3,8.6,66,2.3,0.7,0.1,30.3,0.7,10,19,175935,121,Las Casas
06037433307,3421,El Monte,-118.0061894,34.0685045,49.31,88,85-90%,0.05,11.21,24.1,782.36,0,7100.96,2521.01,30.5,11.1,0.02,1,1.25,59.44,7.32,64.11,4.14,8.17,32.5,27.8,47.4,9.8,32.9,6.74,17.1,76.6,6.3,65.4,3,0.3,0.1,30.2,0.9,9,18,192009,88,Pacific Heights
06037433401,3371,South El Monte,-118.0426123,34.0596017,50.61,89,85-90%,0.048,12.05,22.47,855.04,0,7190.66,769.37,12.6,35.9,0.08,0,3,59.18,7.29,54.75,4.92,8.87,52,27,52.7,8.3,23.7,6.94,17.5,75.1,7.4,74.4,2.3,0.1,0.1,22.7,0.4,9,18,158039,103,Las Casas
06037433402,4776,South El Monte,-118.0346511,34.0595281,49.07,88,85-90%,0.05,12.05,22.47,859.03,0,7107.9,676.02,15.25,21.95,0.05,0,5.5,59.13,7.28,37.82,6.72,5.88,50.6,47.6,76.1,5.3,39,6.74,18.2,75.5,6.3,77.8,2.2,0.1,0,19.5,0.5,9,18,208575,167,Las Casas
06037433403,4675,El Monte,-118.0270375,34.0627564,46.64,85,85-90%,0.05,11.63,30.68,782.36,0,6891.62,1295.62,28.65,29.75,0.11,0,3.5,64,7.88,39.91,3.62,5.52,51.3,33.5,66.3,11.3,33.5,5.92,17.5,77.2,5.3,82.7,2.4,0.2,0.1,14.4,0.2,9,18,208456,170,Las Casas
06037433501,1954,South El Monte,-118.0651222,34.0572554,56.31,94,90-95%,0.048,12.05,22.47,780.66,0.01,6911.86,903.73,22.1,107.75,0.53,0,3,65.14,8.02,54.75,6.32,8.87,61.4,36.3,74,3.8,14.9,7.02,17.6,74.8,7.6,87.9,4.1,0.1,0.1,7.3,0.6,10,19,71171,72,Las Casas
06037433503,3108,South El Monte,-118.0487816,34.054936,46.22,85,80-85%,0.048,12.05,22.47,782.36,0,7647.93,690.62,27.2,115.1,0.46,0,1.75,61.93,7.63,54.75,4.15,8.87,55.9,37.1,64,1.9,16.7,6.06,16.2,77,6.8,78.2,2.3,0.2,0,19.1,0.2,9,17,158219,114,Las Casas
06037433504,4679,South El Monte,-118.0551094,34.0585512,55.55,94,90-95%,0.048,12.05,22.47,782.36,0.046,7083.83,992.82,16.75,103.65,0.46,0,1.2,63.85,7.86,54.75,6.33,8.87,60.9,43.3,61.5,6,14.4,7.06,17.3,75.8,6.9,79.5,2.7,0.2,0,16.9,0.6,10,19,207861,158,Las Casas
06037433601,4923,Rosemead,-118.0761336,34.0670912,50.29,89,85-90%,0.048,11.63,23.17,855.69,0,6188.97,2410.55,18,37.65,0.18,0,1,62.35,7.68,34.91,6.72,6.11,35.1,25.5,41.9,11.7,28.2,6.55,11.7,73.9,14.4,31.5,4,0.3,0.1,63.6,0.5,9,18,469440,175,Downtown Melting Pot
06037433602,2803,Rosemead,-118.0747627,34.0592472,48.66,87,85-90%,0.048,12.05,23.45,779.31,0,6610.88,816.91,13.9,39.25,0.25,0,1,59.98,7.39,38.01,5.95,6.64,44.3,37.7,62.4,7.7,26.5,6.59,11.7,72.6,15.7,36.7,4.2,0.1,0,58.3,0.6,9,18,247935,101,Downtown Melting Pot
06037433700,3294,South El Monte,-118.0588991,34.0468938,54.69,93,90-95%,0.048,12.05,22.47,780.57,0.001,8208.6,2338.65,42.1,193.9,1.03,0,2.75,68.94,8.49,54.75,5.35,8.87,44.6,16.2,45.3,6.7,17.5,6.44,15.3,73.8,10.9,86.8,4.2,0.3,0,8.3,0.5,10,19,168789,96,Urban Villages
06037433801,6197,South El Monte,-118.0364142,34.0494754,63.04,98,95-100% (highest scores),0.048,12.05,22.48,782.36,0.007,8544.41,706.85,29.2,83.3,0.17,1,10,65.85,8.11,52.93,6.56,8.53,59.2,32.9,73.3,9.6,22.5,7.77,18.7,75.2,6.1,90.5,2.4,0.1,0.1,6.3,0.5,10,20,304494,196,Las Casas
06037433802,2780,South El Monte,-118.060117,34.0344665,48.67,88,85-90%,0.046,12.05,22.47,780.53,1.184,13152.24,1920.21,19.3,73.2,0.24,7,0.5,71.54,8.81,54.75,3.43,8.87,36.8,17.1,33.9,7.7,17.8,5.52,13,73.4,13.6,81.9,4.5,0.1,0.1,12.8,0.7,9,18,193929,90,Urban Villages
06037433901,5593,El Monte,-118.0200912,34.0587041,63.58,98,95-100% (highest scores),0.05,12.05,32.03,782.36,0,7215.08,828.23,44,31.2,0.1,1,5.5,65.6,8.08,63.26,5.3,8.05,48.5,46.7,70.9,11.5,42.2,7.87,18,77,5,76.7,2.3,0.5,0.1,19.8,0.7,10,20,229517,190,Las Casas
06037433902,3780,El Monte,-118.0268687,34.0525708,56.34,94,90-95%,0.048,12.05,31.48,780.84,2.652,7800.81,832.25,33.4,18.85,0.02,1,7.5,67.42,8.3,49.82,5.18,6.6,36.7,22.7,55.9,17.3,22.8,6.78,14.4,75.6,10,86.5,4.4,0.1,0.1,8.7,0.3,10,19,197082,127,Barrios Urbanos
06037434001,4395,El Monte,-118.0141173,34.0520775,66.54,99,95-100% (highest scores),0.05,12.05,32.03,782.36,16.712,8051.8,971.38,41.9,18.1,0.12,5,5,74.35,9.16,56.43,5.13,7.38,43.8,25.2,63.6,14.3,25.9,7.27,15.7,77,7.3,87.3,2.9,0.3,0.1,9.1,0.3,10,20,252908,144,Barrios Urbanos
06037434003,4273,El Monte,-118.0226938,34.0464413,53.9,92,90-95%,0.048,12.05,32.03,728.04,57.05,8811.81,961.83,27.15,5.5,0.05,5,2.5,69.21,8.52,39.21,6.22,5.33,56.9,28.1,65.9,8.8,19.1,6.32,17.5,75.4,7.1,85.8,4.1,0.2,0.1,9.3,0.4,10,19,197570,146,Las Casas
06037434004,2796,South El Monte,-118.0321896,34.0402202,56.09,94,90-95%,0.048,12.05,26.07,779.93,22.49,10743.01,2241.1,12.25,9.1,0.14,5,2.5,72.14,8.89,54.75,5.88,8.87,43,21.7,61.3,5,5.9,6.31,15.2,74.7,10.1,90.6,3.8,0.2,0.4,4.6,0.5,10,19,140417,83,Urban Villages
06037460000,4851,Pasadena,-118.0858736,34.1729248,8.36,9,5-10%,0.051,9.96,14.19,766.8,1.997,2824.75,329.31,10,0,0.05,0,1,43.76,5.39,24.19,1.05,5.49,8.8,2.4,10.8,5.7,10.8,1.55,10.5,69.3,20.2,12.3,65.2,5.1,0,13.7,3.6,1,2,1075181,172,Pleasantville
06037460100,5793,Altadena,-118.1161844,34.1920485,8.43,10,5-10%,0.051,9.96,3.4,775.29,0.009,2096.46,326.88,6,1.5,0.01,0,0.2,33.6,4.14,37.15,2.9,5.73,1.9,0.8,14.8,7.4,13.8,2.04,9.9,71.4,18.7,12.1,64.7,12.7,0.2,6.2,4.1,1,2,1534063,205,Exurbanites
06037460200,5315,Altadena,-118.1374464,34.2022911,9.77,13,10-15%,0.051,9.96,3.39,701.72,2.479,1808.1,404.27,0,0,0,0,0.4,33.13,4.08,47.26,3.44,6.95,4.3,0,13.8,5.4,9.2,2.4,10.4,73.8,15.8,16.8,37.1,36,0.3,4.7,5.2,2,3,1019768,189,Pleasantville
06037460301,4638,Altadena,-118.1543957,34.2084457,17.01,30,30-35%,0.051,9.96,5.99,659,1.439,1641.29,343.9,0,1.5,0,0,2.2,35.06,4.32,39.21,6.93,6,8.3,1.3,19.4,8.2,10.5,3.94,11.2,76.3,12.5,19.6,34.4,34.8,0.2,4.9,6.1,4,7,787024,155,Pleasantville
06037460302,4442,Altadena,-118.1576938,34.1943756,23.79,47,45-50%,0.051,10.37,7.68,576.75,0.636,1752.2,415,1.2,3.75,0.05,0,2,39.3,4.84,43.13,5.74,6.46,9.2,1.6,27.1,12,23,4.91,12.3,77.1,10.6,42,16.8,33.8,0.2,3.2,4,5,10,473271,138,Pleasantville
06037461000,6243,Altadena,-118.1608413,34.1870169,29.75,59,55-60%,0.051,10.37,9.07,628.03,0,1795.09,812.59,1.2,3.75,0.14,2,4,45.56,5.61,39.55,6.01,5.81,25.5,6.9,40.9,8.5,19.9,5.3,13.5,75.8,10.7,53.8,8.6,30.9,0.2,3.3,3.1,6,12,413432,176,Urban Villages
06037461100,4844,Altadena,-118.1397371,34.1851953,23.32,46,45-50%,0.051,10.37,5.83,681.16,0,1946.23,494.73,0,0,0.05,0,1,33.96,4.18,38.96,7.5,5.66,16.5,4.2,34.9,14.1,20.4,5.58,13.7,75.7,10.6,39.2,26.3,25.4,0.2,5,3.9,5,10,768008,172,City Lights
06037461200,4443,Altadena,-118.1154324,34.1809681,13.82,22,20-25%,0.051,10.37,11.74,704.19,0.002,2388.99,426.11,6,6,0.02,0,0,38.27,4.71,38.5,5.65,5.73,3.7,1.1,13.5,7.2,6,2.93,11.3,71.6,17.1,14.1,65.7,9.5,0.2,6.2,4.3,3,5,1046619,151,Exurbanites
06037461300,6638,Pasadena,-118.111733,34.1740052,24.91,50,45-50%,0.051,10.37,21.76,707.14,0,2638.12,460.9,6,6,0.08,0,0.5,44.27,5.45,33.07,5.58,5.25,14.4,12.4,28.2,8.8,17.2,4.57,10.7,73.1,16.2,17.5,62.4,6.7,0.1,8.8,4.5,5,10,1145464,201,Urban Chic
06037461400,3204,Pasadena,-118.1246769,34.1723185,21.33,42,40-45%,0.051,10.37,26.26,624.99,0,2548.29,756.06,0,1.5,0.11,0,0,41.39,5.1,42.04,5.73,6.68,8,5.6,22.6,6.2,13.6,4.18,11.2,71.4,17.4,21.3,56.2,8.9,0.1,9.9,3.7,5,9,754751,121,City Lights
06037461501,3700,Pasadena,-118.1372076,34.1741653,23.78,47,45-50%,0.051,10.37,26.26,685.57,0,2189.79,604.19,0,0,0.1,0,0,40.29,4.96,40.74,5.05,6.46,18.5,3.5,36.5,11.6,16.7,4.79,12.8,76.8,10.4,52.1,23.8,14.6,0.2,6.2,3.1,5,10,510952,120,Urban Villages
06037461502,6563,Pasadena,-118.1462036,34.1752067,31.8,63,60-65%,0.051,10.37,26.02,589.04,0,2004.99,598.58,0,0,0.1,0,0.4,39.18,4.83,41.27,6.91,5.62,30.7,13.1,50.3,12.9,28.3,6.59,13.2,71.8,15,57.7,17,19.7,0.1,3.8,1.7,7,13,417476,224,Las Casas
06037461600,5826,Pasadena,-118.1559426,34.1634652,43.2,80,80-85%,0.051,10.79,19.65,589.04,0,2399.95,1322.11,0,3,0.15,2,2.25,48.28,5.95,61.68,8.51,7.76,29.3,13.8,51.2,12.4,16.9,7.26,15.5,75.6,8.9,59.9,8.2,22,0.2,7.9,1.8,9,17,621597,191,City Lights
06037461901,5118,Pasadena,-118.1488613,34.1544547,29.87,59,55-60%,0.051,10.79,26.26,589.04,0,2735.35,2077.39,0,3,0.16,2,1,50.12,6.17,32.13,4.45,4.65,24.1,9.7,42.2,12.9,24.6,4.84,15.8,78.6,5.6,67.9,12.3,11.6,0.1,6.2,1.9,6,12,550962,166,International Marketplace
06037461902,1654,Pasadena,-118.1481178,34.1487579,25.07,50,50-55%,0.051,10.79,26.26,589.04,0,2862.08,1897.28,2.2,0.75,0.62,2,0.4,51.12,6.3,36.31,4,5.02,2.9,5.6,46.7,11.4,24,3.98,5.7,81.8,12.5,16.3,43.8,14.6,0.4,21.2,3.7,6,11,620040,86,Metro Renters
06037462001,3974,Pasadena,-118.1438322,34.1633689,26.98,54,50-55%,0.051,10.37,26.26,589.04,0,2587.82,679.13,0,3,0,0,0.2,38.6,4.75,25.98,6.57,3.99,36.5,18.4,58.2,8,26.6,5.68,15.5,78.9,5.6,66.8,11.1,15.9,0.3,4.1,1.8,6,11,377813,133,International Marketplace
06037462002,3942,Pasadena,-118.1483611,34.1633406,34.21,67,65-70%,0.051,10.37,26.26,589.04,0,2569.15,770.92,0,3,0.01,0,0.5,40.55,4.99,51.2,5.87,6.54,38.7,17.3,56.5,,21.6,6.85,17.3,76.2,6.5,69.1,6.8,18.8,0.1,4.3,0.8,7,14,353784,121,NeWest Residents
06037462100,5259,Pasadena,-118.1369963,34.1634006,25.35,51,50-55%,0.051,10.37,26.26,589.04,0,2603.87,764.35,0,0.75,0,0,0.4,38.22,4.71,36.09,6.07,5.8,26.2,15.7,48.9,6.7,17.7,5.39,14.3,77.4,8.3,61,18.2,13.2,0.1,4.8,2.8,6,11,644455,190,City Lights
06037462201,3788,Pasadena,-118.1369525,34.1548928,33.06,65,65-70%,0.053,10.37,26.26,589.04,0,2799.14,2231.89,1.4,0.75,0.08,0,2,48.43,5.96,20.83,6.45,3.96,20,21.4,51.2,12.1,25.6,5.54,9.6,66.1,24.3,39.6,31.2,10.6,0.3,15.8,2.5,7,14,489739,140,Social Security Set
06037462202,2928,Pasadena,-118.1369288,34.1489289,23.15,46,45-50%,0.053,10.79,26.26,589.04,0,2938.41,2155.35,8,0.3,0.38,0,4,54.76,6.74,29.21,2.23,5.63,3,11.1,42.7,7.2,29.3,3.43,10.2,84,5.8,11.1,46.1,6.2,0.1,32.4,4,5,10,798583,137,Metro Renters
06037462301,4655,Pasadena,-118.1270027,34.1549547,23.14,45,45-50%,0.053,10.37,26.26,589.04,0,2844.11,2337.52,1.4,0,0.04,0,2,47.43,5.84,20.91,4.02,4.01,21.4,8.5,46.1,9.5,24.9,3.96,13.3,78.2,8.5,52,22.6,12.1,0.2,10.2,3,5,10,490670,177,International Marketplace
06037462302,2972,Pasadena,-118.1268012,34.1490435,29.27,58,55-60%,0.053,10.37,26.26,589.04,0,2989.06,2229.82,8.4,0,0.15,0,4,53.35,6.57,28.41,8,5.86,5,12.5,29.3,4.8,18.5,4.45,8,82.9,9.1,28.5,32.3,9.2,0.1,25.7,4.1,6,12,697249,117,Enterprising Professionals
06037462400,4229,Pasadena,-118.1262387,34.1651965,18.96,36,35-40%,0.051,10.37,26.26,589.04,0,2652.27,765.72,0,0,0.1,0,0.4,40.87,5.03,40.97,3.51,6.52,9.7,10.5,27.2,7.4,16,3.77,11.9,74.1,14,30.9,50.8,6.5,0.2,7.9,3.8,4,8,914961,148,City Lights
06037462500,6039,Pasadena,-118.1005901,34.1655638,18.29,34,30-35%,0.053,10.37,20.02,589.04,16.36,2827.7,455.33,1.9,0.3,0.2,0,2,48.51,5.97,33.14,4.92,5.57,4.5,1.2,17,10.9,12.2,3.06,11.6,73,15.4,17.2,63.9,3.8,0.1,10.5,4.6,4,7,1255364,204,Urban Chic
06037462600,2324,Pasadena,-118.1135074,34.1609655,13.97,22,20-25%,0.053,10.37,22.4,589.04,0,2785.91,686.03,0,0,0.02,0,0,37.14,4.57,35.37,5.03,5.73,7.2,3,11.7,7.9,10.9,3.05,11.9,72.8,15.3,19,60.5,5,0.1,11.4,4,3,5,517408,79,Urban Chic
06037462700,5471,Pasadena,-118.1144868,34.1519261,22.96,45,45-50%,0.053,10.37,22.57,589.04,0,2960.42,1904.9,1.2,0,0.1,0,0,44.32,5.46,23.86,5.92,4.98,15.6,8.5,28.7,6.4,21.2,4.21,10.5,79.1,10.4,35.7,35.9,6.4,0.4,18.4,3.2,5,10,942516,189,Trendsetters
06037462800,2915,Pasadena,-118.1012712,34.1522193,24.58,49,45-50%,0.053,10.37,19.06,589.04,12.978,3019.79,1583.66,1,0,0.26,0,0,50.14,6.18,28.23,6.05,6.16,9.2,8.1,19.4,3.9,19.2,3.98,12.2,76.7,11.1,32.7,40.6,8.7,0.2,14.7,3.1,5,10,455996,93,Trendsetters
06037462900,3818,Pasadena,-118.0900164,34.15374,20.42,39,35-40%,0.051,10.37,19.06,589.04,71.3,3108.06,1279.11,23.5,16,0.6,0,0.5,61.39,7.56,28.73,3.9,6.29,8.9,4.8,12.4,6.7,13.5,2.7,13.1,71.9,15,28.6,49.4,3.1,0.2,14.6,4.1,4,8,703774,130,Pleasantville
06037463000,2228,Pasadena,-118.0751792,34.1552247,16.53,29,25-30%,0.051,10.37,17.91,862.04,0,3262.03,1372.83,18.15,16,0.21,0,0.2,54.78,6.75,25.07,3.59,5.69,6.4,8.1,13.7,6.9,13.3,2.45,10.4,71.4,18.2,17.5,52.1,5.3,0,21.9,3.2,3,6,624099,88,Urban Chic
06037463101,2383,Pasadena,-118.0699478,34.1401862,24.59,49,45-50%,0.051,10.37,12.94,922.1,0,3581.75,1071.66,0,16.6,0.11,0,0,45.75,5.64,24.18,7.03,5.42,15.3,10.4,26.3,7.2,14.9,4.36,10.6,75.8,13.6,34.6,34.8,3.1,0.6,24,2.9,5,10,395763,82,City Lights
06037463102,3779,Pasadena,-118.0800613,34.1368435,28.64,57,55-60%,0.051,10.37,12.89,752.27,0,3553.54,1239.77,24,31,0.25,0,0,53.64,6.61,25.33,5.3,5.65,6.6,11.4,18.1,10.7,27.2,4.33,11.8,71.3,16.9,34.9,33.6,2.1,0.1,26.6,2.8,6,12,657564,123,Top Tier
06037463200,3403,Pasadena,-118.0894888,34.1403972,25.85,51,50-55%,0.053,10.37,13.05,691.29,0,3386.84,531.55,16,8,0.55,0,0,47.26,5.82,27.11,5.3,6.05,4.8,7.6,28.4,15.5,19.4,4.44,10.3,69.7,20,25.8,42.7,5.3,0.2,23,3,6,11,709878,117,Exurbanites
06037463300,2041,Pasadena,-118.102517,34.1392184,7.35,7,5-10%,0.053,10.37,11.48,606.28,0,3382.99,606.22,1.1,0,0.14,0,0,37.12,4.57,26.22,3.69,5.88,3.8,3.6,11.8,1.7,5.9,1.61,11.2,74.9,13.9,17.7,54.6,2.8,0,21.4,3.4,1,2,560998,63,Trendsetters
06037463400,5752,Pasadena,-118.1123757,34.1413741,19.47,37,35-40%,0.053,10.79,16.12,606.62,0,3271.11,709.94,3.8,0,0.6,0,0,42.75,5.27,25.8,5.27,5.58,5.2,11.9,26.5,9,12.6,3.7,9.3,77.7,13,21.7,45.6,6.3,0.2,22.1,4,4,8,1243221,203,Enterprising Professionals
06037463500,5747,Pasadena,-118.1269528,34.1384503,14.35,23,20-25%,0.053,10.79,19.99,620.36,0,3282.43,888.37,12,0,0.65,0,2,51.18,6.3,26.13,2.12,5.43,0.4,9.5,23.2,5.6,17.7,2.28,5.8,82.9,11.3,12.2,48.5,3.5,0,31.9,3.8,3,5,1606649,282,Metro Renters
06037463601,5714,Pasadena,-118.1368375,34.1408642,16.75,30,25-30%,0.053,10.79,19.83,589.04,0,3155.18,858.43,10.9,0,0.5,0,2,49.68,6.12,25.54,5.45,4.95,0.8,7.5,17.5,3.9,14,2.74,7.3,81.5,11.2,14.6,50.2,4.9,0.1,26.2,4,3,6,1872522,265,Metro Renters
06037463602,5051,Pasadena,-118.1458929,34.1408046,21.69,42,40-45%,0.051,11.21,19.78,589.04,0,3100.69,765.54,22.6,0,0.68,0,0.4,48.98,6.03,17.91,5.14,3.52,7,13.8,27.8,8.3,19.6,3.59,5.4,82.4,12.2,16.1,47.9,7.3,0.2,25.1,3.4,5,9,1600559,257,Metro Renters
