ID,Population,City,Longitude,Latitude,CIscore,CIscoreP,CES 3.0 Percentile Range,Ozone,PM2.5,Diesel PM,DrinkingWater,Pesticides,Tox Releases,Traffic,Cleanups,GroundwaterThreats,Haz Waste,Imp. Water Bodies,Solid Waste,PollutionScore,PollutionScore,Asthma,Low Birth Weight,Cardiovascular,Education,Linguistic Isolation,Poverty,Unemployment,Housing Burden,PopCharScore,Children < 10 (%),Pop 11-64 years (%),Elderly > 65 (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other (%),CIdecile,CIvigintile,2019 Smoking Products,Used prescription drug for asthma,2019 Dom Tapestry Segment Name
06037541801,4903,Lynwood,-118.1946754,33.9118044,41.68,78,75-80%,0.044,12.05,26.94,242.17,0,6299.19,2045.11,1.4,4.3,0.02,7,0.2,47.79,5.89,47.28,5.25,8.67,46,12.9,64,11.7,26.4,7.08,18.8,76.8,4.4,81.1,1.7,14,0.1,1.9,1.2,8,16,273283,175,Las Casas
06037541802,5431,Lynwood,-118.1867665,33.9098344,44.69,82,80-85%,0.044,12.05,26.94,260.28,0,6576.85,2926.08,2,6,0.05,7,1.6,52.66,6.49,45.5,5.46,8.31,46.8,17,59.9,13.1,17.7,6.89,18.4,76,5.6,87.9,1.2,9.7,0.2,0.4,0.6,9,17,259626,170,Las Casas
06037542000,5732,Compton,-118.2031731,33.9055367,53.02,92,90-95%,0.044,12.05,26.94,428.55,0,6103.34,699.89,0.1,30.5,0.1,7,0.2,50.22,6.19,76.03,6.79,11.88,35.4,12.4,56.1,13.7,28.7,8.57,18.1,75.1,6.8,71.1,0.9,25.6,0.6,1.1,0.7,10,19,259816,181,Las Casas
06037542103,4114,Compton,-118.196493,33.9012219,51.19,90,90-95%,0.044,12.05,26.94,353.42,0,6291.48,699,0,15.1,0.02,7,0.25,46.33,5.71,87.61,6.34,13.56,52.4,12.6,66.7,13.8,30.7,8.97,19.7,75.5,4.8,83.5,0.8,14.4,0,0.8,0.5,10,19,176930,134,Las Casas
06037542104,3524,Compton,-118.190616,33.900837,56.16,94,90-95%,0.044,12.05,26.94,167.27,0,6485.75,2040.3,0.7,18.75,0.04,7,1.2,50.75,6.25,87.61,7.06,13.56,42,18.1,47.6,14.5,29.5,8.98,18.8,75.5,5.7,85.6,0.5,12.2,0,1,0.6,10,19,165439,115,Las Casas
06037542105,5200,Compton,-118.199065,33.8932111,50.85,90,85-90%,0.044,12.05,27.29,424.64,0,6258.51,694.46,0,14.75,0.06,7,0.3,47.76,5.88,87.61,5.08,13.56,56.7,11.4,70.5,16.7,33.8,8.64,20,74.9,5.1,80.6,1.1,16.9,0.2,0.4,0.7,9,18,222993,171,Las Casas
06037542106,3373,Compton,-118.1890767,33.8934041,58.64,96,95-100% (highest scores),0.044,12.05,27.22,168.23,0,6507.4,1631.88,4.4,23,0.07,7,2,54.46,6.71,87.57,5.28,13.56,51.5,17.7,68.8,14.7,29.8,8.74,21.3,73.8,4.9,85.2,1.4,12,0.1,0.8,0.5,10,20,126594,112,Las Casas
06037542200,6962,Compton,-118.1971508,33.8868935,57.6,95,95-100% (highest scores),0.044,12.05,29.03,411.31,0,6312.96,1834.1,0,24.3,0.27,7,1.1,56.88,7.01,82.68,5.33,12.72,45.9,12.1,56.7,17.7,20.7,8.22,18.9,74.7,6.4,75.1,1,21.8,0.1,1,1,10,20,386353,213,Barrios Urbanos
06037542401,4912,Compton,-118.2109036,33.8923624,61.23,97,95-100% (highest scores),0.044,12.05,25.9,444.63,0,6118.97,611.28,9,32.75,1.11,9,3.5,60.71,7.48,87.61,5.95,13.56,31.1,8.1,51.8,17.7,20.6,8.19,16.8,74.1,9.1,56.1,0.8,40,0.1,1.7,1.4,10,20,362045,160,Las Casas
06037542402,3152,Compton,-118.2124134,33.881969,61.84,97,95-100% (highest scores),0.042,12.05,32.55,444.29,0,6332.77,1290.68,18.45,53.3,2.23,9,6.75,67.7,8.34,79.51,4.77,12.17,37.5,9.9,40.7,16.3,19.3,7.42,16.2,75.6,8.2,55.4,1.5,39.6,0,2,1.5,10,20,180006,82,Urban Villages
06037542501,4307,Compton,-118.2367479,33.8907006,46.95,85,85-90%,0.044,12.05,24.04,444.63,0.419,6081.02,593.93,0,2,0.01,6,0.2,44.29,5.46,110.81,5.97,12.82,34,8,55.6,23.9,26.8,8.61,18.3,75.8,5.9,40.7,0.7,51.6,0.1,5.6,1.3,9,18,238287,89,American Dreamers
06037542502,4284,Compton,-118.2253101,33.8940909,63.76,98,95-100% (highest scores),0.044,12.05,22.48,444.63,0,6050.66,622.21,4.5,18.5,0.55,6,2.75,55.46,6.83,110.81,9.17,12.82,40.9,10.7,60.7,20,33.5,9.33,18.4,75.1,6.5,57.1,0.6,40.4,0.6,0.7,0.6,10,20,265080,129,Fresh Ambitions
06037542601,3016,Compton,-118.2265977,33.9058075,63.25,98,95-100% (highest scores),0.044,12.05,18.7,477.51,0,5934.91,604.98,7,24.5,5.3,6,6,58.36,7.19,99.6,6.68,11.71,48.1,16.6,66.5,14.7,20,8.8,21.7,73.1,5.2,85.1,0.6,13.7,0.1,0,0.4,10,20,109633,94,Las Casas
06037542602,5496,Compton,-118.2262997,33.8996115,59.14,96,95-100% (highest scores),0.044,12.05,18.7,444.63,0,5905.58,585.05,1.6,32.8,2.65,6,3.5,55.19,6.8,94.08,6.61,10.9,44.3,13.4,62.3,12.1,30.2,8.7,18.4,75.9,5.7,71.8,1.1,25.2,0.2,1,0.7,10,20,309479,188,Las Casas
06037542700,5720,Compton,-118.2360631,33.9013299,47.43,86,85-90%,0.044,12.05,18.7,478.61,0.327,5872.75,510.73,1.4,9.8,0.01,6,0,45.06,5.55,101.83,7.41,11.84,41.7,7.4,54.1,11.9,27.2,8.55,17.7,76.2,6.1,72.2,0.7,26,0.1,0.4,0.5,9,18,262968,171,Las Casas
06037542800,3123,Compton,-118.2473437,33.8995257,50.13,89,85-90%,0.044,12.05,18.7,527.92,1.151,5918.46,559.54,1,8.5,0.1,6,1.25,51.48,6.34,95.3,7.43,11.04,25.2,6.4,36.5,15.5,20.4,7.91,14,74.3,11.7,40.7,0.7,55.7,0.2,0.3,2.3,9,18,251413,137,Family Foundations
06037542900,3285,Compton,-118.2453652,33.8918787,52.28,91,90-95%,0.044,12.05,26.93,511.22,1.314,6143.25,488.07,0,13,0.02,6,1.15,50.16,6.18,110.81,6.15,12.82,46.4,16.3,58.4,9.5,22.2,8.46,18.3,73.6,8.1,76.3,0.9,20.5,0.1,1.2,1.1,10,19,149315,97,Las Casas
06037543000,4345,Compton,-118.2582626,33.8906679,61.35,97,95-100% (highest scores),0.044,12.05,27.73,499.77,0.501,6326.09,392.43,14.9,30.05,6.31,0,12,60.93,7.51,105.05,6.96,12.21,21.8,6.5,35.3,15.6,27.7,8.17,14.5,72.9,12.6,41.6,0.5,55.4,0.1,0.3,2.1,10,20,403088,205,Family Foundations
06037543100,6759,Compton,-118.2539533,33.881033,64.64,98,95-100% (highest scores),0.042,12.05,32.85,502.09,0.076,6899.51,1102.68,22.5,11.35,12.79,6,13.5,67.56,8.32,90.19,6.11,10.33,29.5,11,35.5,11.7,26.6,7.77,15.1,73.5,11.4,49.6,0.7,47.9,0.2,0.6,1,10,20,432714,192,Urban Villages
06037543201,3607,Compton,-118.2347142,33.8849107,56.24,94,90-95%,0.042,12.05,35.92,444.12,0.052,6415.25,586.35,1.1,3,0.22,6,2.25,51.92,6.4,110.81,10.56,12.82,27.4,4.7,57.2,17.2,30.8,8.79,16.3,74.7,9,59,1,38,0,0.6,1.4,10,19,204660,111,Las Casas
06037543202,4867,Compton,-118.230032,33.8798617,70.82,99,95-100% (highest scores),0.042,12.05,35.92,444.22,0,6626.91,1641.48,20.9,63.5,1.25,6,6.2,67.46,8.31,110.81,5.2,12.82,48.2,8,62.9,14.8,42,8.52,19.4,75.1,5.5,73.6,0.9,23.5,0,1.1,0.8,10,20,240106,157,Las Casas
06037543304,6061,Carson,-118.2413562,33.8522481,36.88,72,70-75%,0.042,12.05,29.27,182.06,0.363,7818.9,494.75,7.65,15.75,1.58,0,0.9,49.85,6.14,90.87,6.89,9.14,9,2,16.6,17.1,10,6.01,9.3,71.8,18.9,6.4,1.6,87.1,0.1,2.5,2.4,8,15,841293,251,Pleasantville
06037543305,2666,Compton,-118.2238692,33.8611473,73.54,100,95-100% (highest scores),0.042,11.63,31.2,383.1,36.2,6896.1,1418.39,53,149.5,2.67,13,10.75,75.84,9.34,106.87,10,12.47,19.7,1.9,34.1,12.1,30.6,7.87,9.5,72.7,17.8,27.2,26.9,37.3,0.6,5.2,2.9,10,20,407967,153,Family Foundations
06037543306,7214,Carson,-118.2427443,33.8342784,52.69,91,90-95%,0.042,11.63,26.62,182.06,0.077,8580.61,1985.15,60.2,71.95,7.58,14,6.35,68.66,8.46,59.74,6.28,9.33,19.8,7.7,22.4,11.3,13.9,6.23,11.4,74.4,14.2,32.3,7.7,20.2,0.3,36.9,2.6,10,19,583795,155,Pacific Heights
06037543321,5418,Carson,-118.25076,33.8656664,40.27,76,75-80%,0.042,12.05,30.86,256.46,12.983,7397.73,1347.32,11.4,12.8,1.19,0,1.9,60.04,7.4,61.08,9.38,6.86,10,5.2,17.2,11.8,10.9,5.45,10.7,74.3,15,13.8,8.8,61.4,0.1,12.6,3.4,8,16,722476,203,Pleasantville
06037543322,6611,Carson,-118.2569604,33.8525481,44.82,83,80-85%,0.042,12.05,27.15,182.06,0,7601.1,511.58,18.45,28,0.16,14,1.9,54.87,6.76,84.92,9.18,8.75,11,1.2,20.2,16.5,20.8,6.63,9.9,71.5,18.6,9.6,3.1,76,0.1,8,3.2,9,17,1007997,254,Pleasantville
06037543400,4090,Carson,-118.2687215,33.8526247,60.1,96,95-100% (highest scores),0.042,12.05,27.11,249.65,0.058,7947.75,1988.92,65.35,61,0.74,14,25.3,70.86,8.73,93.65,5.25,9.43,28.8,9.1,32.6,12.2,17.8,6.89,13.2,73.7,13.1,56.2,5.9,17.2,0.2,18.2,2.3,10,20,306937,114,Urban Villages
06037543501,6805,Carson,-118.2825106,33.8387785,49.82,89,85-90%,0.042,11.63,23.92,182.06,0.09,7889.9,2151.94,66.25,29.1,0.12,3,25,61.71,7.6,60.31,6.79,9.96,27.7,14.8,31.1,5.5,14.8,6.55,11,74.3,14.7,32.3,9.2,7.9,0.2,47.5,2.9,9,18,537493,169,Pacific Heights
06037543502,4560,Torrance,-118.2931768,33.8404078,43.27,80,80-85%,0.042,12.05,23.92,182.07,0.036,8544.75,1571.45,92.5,30.3,1.12,3,19.55,64.3,7.92,47.6,5.14,7.74,19.4,17.6,21,8.1,19.3,5.46,13,76.5,10.5,50.1,18.9,3.6,0.4,23.8,3.2,9,17,414200,137,Urban Villages
06037543503,5687,Torrance,-118.2920619,33.8331813,31.61,62,60-65%,0.042,11.63,23.92,182.04,0,7820.82,1677.03,62.9,39.3,0.08,3,14.2,58.16,7.16,44.66,4.56,7.27,19.8,9.3,17.7,7.5,15,4.41,9,71,20,29.6,18.9,7.8,0.2,40.8,2.8,7,13,456210,125,Pacific Heights
06037543601,3910,Carson,-118.2814216,33.8216423,29.08,58,55-60%,0.042,11.21,23.77,182.06,0,7622.76,1407.27,6.4,3.3,0,0,1.3,41.06,5.06,60.31,5.36,9.96,16,5,18.4,14.2,10.8,5.75,11,76.1,12.9,37.2,8.5,5.8,0.2,45.9,2.4,6,12,351801,112,Urban Villages
06037543602,7762,Torrance,-118.2928473,33.8177539,31.78,63,60-65%,0.042,11.63,21.58,181.98,13.088,7972.86,1453.11,8.9,9,2.35,0,0.5,53.8,6.63,35.31,4.9,5.66,13.7,18,31.4,12.8,15.6,4.8,11.4,73.1,15.5,31.9,20.8,8,0.5,35.6,3.2,7,13,980783,262,City Lights
06037543603,3690,Harbor City,-118.2937974,33.8044726,36.42,71,70-75%,0.042,11.21,20.01,414.34,15.602,10722.18,1372,4.15,3,2.35,12,1,60.43,7.44,52.17,5.03,9.58,7.4,9.3,18.3,6.1,15.7,4.89,6.2,64.3,29.5,17.9,29.5,28.1,0.3,20.4,3.9,8,15,585589,130,Silver & Gold
06037543604,5620,Carson,-118.279506,33.8095428,39.4,75,75-80%,0.042,11.21,20.01,182.06,81.063,14358.78,1279.31,2.75,6.05,1.15,0,1,52.75,6.5,60.31,9.59,9.96,18.9,2.5,13.8,13.8,8.4,6.06,11.6,73.1,15.3,34.6,9.1,5.3,0.1,47.8,3.1,8,16,467865,146,Pacific Heights
06037543701,2994,Carson,-118.269697,33.8216408,33.4,66,65-70%,0.042,11.21,23.9,182.06,0,7780.3,544.23,3.3,8.4,0.26,0,0,39.14,4.82,60.31,6.32,9.96,33.6,16.8,31.5,6.6,20.2,6.93,11.8,77,11.2,50,7.5,1.6,0.1,39.2,1.6,7,14,206700,78,Urban Villages
06037543702,7083,Carson,-118.2696681,33.8135657,39.85,76,75-80%,0.042,11.21,20.09,182.06,12.808,8167.02,443.7,2.75,16.3,1.46,0,0.5,47.04,5.79,60.31,5.64,9.96,25.7,14.6,38.4,15.5,11.8,6.88,13.9,76.4,9.7,52,10,4.7,0.3,30.8,2.2,8,16,545805,204,Urban Villages
06037543703,3472,Carson,-118.2701989,33.8026513,32.49,64,60-65%,0.042,11.21,20.01,398.96,16.925,9579.81,548.74,9,56.5,2.19,0,1.4,56.28,6.93,45.95,2.56,7.46,23.4,7.3,28.8,14.4,17.2,4.69,11.5,76.6,11.9,57.7,10.1,5,0.1,24.6,2.5,7,13,327757,96,Urban Villages
06037543801,5263,Carson,-118.2732944,33.8414725,59.43,96,95-100% (highest scores),0.042,12.05,23.92,182.06,0.064,7538.74,2376.9,116.3,53,0.28,14,45.5,68.45,8.43,60.31,8.86,9.96,21.8,13.2,30.4,16.5,7.5,7.05,11,73.6,15.4,45.4,10.9,4.8,0.3,35.5,3,10,20,400287,139,Urban Villages
06037543802,7126,Carson,-118.2697206,33.8293509,48.39,87,85-90%,0.042,11.63,23.92,182.06,0,7557,596.63,26.25,32.1,0.26,14,7.8,58.16,7.16,60.31,8.5,9.96,17.2,15.9,32,6.6,16.2,6.76,11.8,73.2,15,33.1,7.2,8.2,0.1,48.5,2.9,9,18,549644,170,Pacific Heights
06037543903,3804,Carson,-118.2576884,33.8296613,51.84,91,90-95%,0.042,11.63,25.32,182.06,0.007,8128.23,2135.4,35.8,64,5.5,14,3.45,65.79,8.1,60.31,6.04,9.96,15.3,14.6,28.3,10.1,12.5,6.4,12.2,73.8,14,43.1,8,5,0,41.4,2.5,10,19,303159,101,Pacific Heights
06037543905,4510,Carson,-118.2550214,33.8155623,49.87,89,85-90%,0.042,11.21,24.32,213.96,0,9443.82,468.98,1.9,24.6,11.57,11,0.9,50.44,6.21,56.61,7.79,9.31,38.7,14.1,45.5,18.9,24.6,8.03,16,76.6,7.4,76.3,3.4,9.7,0.2,9.3,1.2,9,18,270076,137,Las Casas
06037544001,4791,Long Beach,-118.2165909,33.8388248,46.63,85,80-85%,0.042,11.21,26.01,182.06,0,8128.07,1040.5,8.05,28,1.32,13,2.75,58.41,7.2,72.09,4.02,9.55,31.1,9.4,40.3,13.3,20.1,6.48,15.1,76.6,8.3,69.2,7.1,7.3,0.1,14.8,1.6,9,17,258193,124,Urban Villages
06037544002,3142,Long Beach,-118.2179347,33.8289273,39.98,76,75-80%,0.042,11.21,26.67,182.06,5.027,7854.7,2605.85,7.75,21.75,1.94,12,6,66.88,8.24,72.09,4.07,9.55,28.9,7.6,17.2,6.4,6.3,4.85,14,76.1,9.9,62.2,12.3,4.5,0.1,18.7,2.3,8,16,286825,91,Urban Villages
06037551600,31,Downey,-118.1619504,33.9255374,,,,0.044,12.05,16.41,225.79,0,6938.73,679.27,0,6.25,0.06,7,0.5,41.47,5.11,57.03,,10.07,,,,,,,0,100,0,35.5,16.1,38.7,0,9.7,0,,,0,0,Top Tier
06037553601,4750,Paramount,-118.1692228,33.9046634,65.37,98,95-100% (highest scores),0.044,12.05,26.61,302.13,0,8306.37,1626.68,23.35,55.8,0.92,7,23.25,68.02,8.38,50.32,7.26,9.7,48.6,16.1,47.9,12,23.8,7.8,18.1,77.1,4.8,75,4.6,15.8,0.1,3.2,1.2,10,20,252928,145,Las Casas
06037553602,4730,Paramount,-118.1644286,33.9089742,56.33,94,90-95%,0.044,12.05,21.88,228.54,0,6635.74,1542.92,5.5,24.25,0.18,7,10.25,59.15,7.29,57.83,6.24,10.87,36.6,9.5,55.1,9.4,33.1,7.73,17.1,78.3,4.6,70.1,4.2,20.7,0.1,3.9,1.1,10,19,302012,150,Las Casas
06037553701,4176,Paramount,-118.1780909,33.9049478,64.32,98,95-100% (highest scores),0.044,12.05,26.94,291.55,0,7295.73,2498.36,15.15,39,0.45,7,10.75,66.44,8.18,61.93,5.22,11.54,56.1,16.3,61.6,10.7,25.1,7.86,20,74.7,5.3,93,3.3,2.5,0.1,0.5,0.6,10,20,193957,137,Las Casas
06037553702,4902,Paramount,-118.1828739,33.8975428,61.44,97,95-100% (highest scores),0.044,12.05,27.04,197.5,0,7011.65,1855.98,12.6,17.75,0.36,7,2.5,60.11,7.4,61.93,5.65,11.54,58.7,25.2,58.4,11.2,29.4,8.3,18.1,76.2,5.7,91.6,1.8,4.7,0,1.7,0.2,10,20,228885,158,Las Casas
06037553801,4174,Paramount,-118.1687296,33.8927048,61.13,97,95-100% (highest scores),0.044,12.05,25.09,197.5,0,13253.5,489.55,24.5,24.8,1.68,7,14.7,60.34,7.43,61.93,5.73,11.54,44.6,18.6,57.9,12,30.1,8.23,20.4,73.9,5.7,75.2,3.9,16.8,0.1,2.8,1.3,10,20,214061,137,Las Casas
06037553802,6342,Paramount,-118.1719652,33.8861963,60.08,96,95-100% (highest scores),0.044,12.05,27.36,197.42,23.626,6628,1022.2,11,17.8,1.74,7,8.5,67.23,8.28,53.74,4.78,9.57,39.9,20.8,56.9,10.4,32.5,7.26,16.7,73.8,9.5,71.7,9.2,13.1,0.5,4.5,0.9,10,20,470401,180,Down the Road
06037570202,6415,Long Beach,-118.1785185,33.8794113,63.99,98,95-100% (highest scores),0.042,12.05,29.03,219.19,61.009,6196.24,2358.67,11.4,21.3,3.17,7,2.25,68.28,8.41,62.76,6.99,8.16,33.9,9.4,44.8,19.9,24.3,7.61,16.2,78.2,5.6,62.5,8.2,16.8,0.2,10.2,2.1,10,20,384816,163,Urban Villages
06037570301,7330,Long Beach,-118.1922187,33.8676075,67.72,99,95-100% (highest scores),0.042,12.05,29.03,220.01,4.419,6085.24,1554.95,9.1,8.55,2.04,7,1.75,62.12,7.65,87.56,7.08,10.71,49.9,15.9,52.6,14.8,30.7,8.85,17.5,78,4.5,64.5,7.1,17.7,0.2,8.9,1.6,10,20,533901,239,International Marketplace
06037570303,4247,Long Beach,-118.1925812,33.8596484,46.38,85,80-85%,0.042,11.63,29.03,220.01,2.268,5841.7,539.62,0.8,11.05,0.01,7,1.75,47.31,5.83,87.58,6.02,10.71,31.9,10.2,65.2,10.3,23.3,7.96,18.2,77,4.8,62.8,8.5,15.2,0.3,11.4,1.8,9,17,255576,145,Las Casas
06037570304,5171,Long Beach,-118.1926968,33.8563177,49.41,88,85-90%,0.042,11.63,29.03,220.01,0.085,5808.79,597.82,4.2,20.25,0.08,12,1.75,51.35,6.32,87.58,4.48,10.71,36.9,11.9,58.7,14.4,33.4,7.81,19.8,75.8,4.4,63.4,7.3,18.4,0.3,8.4,2.3,9,18,325473,175,Las Casas
06037570402,3496,Long Beach,-118.1986552,33.8685443,62.14,97,95-100% (highest scores),0.042,12.05,29.03,208.03,0,6219.14,2895.06,11.1,25.3,1.23,9,6.25,63.8,7.86,79.96,7.28,9.9,22.7,9.5,43.3,14.3,23.7,7.91,13.1,78.6,8.3,44.7,6.8,37.8,0.2,8.1,2.4,10,20,244055,101,Urban Villages
06037570403,4587,Long Beach,-118.2044859,33.8778668,58.76,96,95-100% (highest scores),0.042,12.05,29.03,447.31,0,6310.94,1372.36,2.1,9.75,0.32,9,1.25,56.5,6.96,75.7,5.59,9.45,47.2,19.6,64.9,16.7,35.2,8.44,20,75.3,4.7,76.8,2.5,15.3,0.1,4.4,0.9,10,20,249289,152,Las Casas
06037570404,3501,Long Beach,-118.1959346,33.877496,54.04,92,90-95%,0.042,12.05,29.03,250.03,0,6271.28,3045.76,1,3,0.6,7,0.2,52.03,6.41,78.88,8.21,9.79,38.6,11.8,48,14.5,28.7,8.43,17.2,77.5,5.3,66.6,3.6,22.7,0.7,5.2,1.3,10,19,205538,105,Las Casas
06037570501,7419,Long Beach,-118.1796736,33.8686923,53.62,92,90-95%,0.042,11.63,29.03,220.01,22.294,5972.48,555.96,9,21.75,2.12,7,0.2,57.48,7.08,87.58,7.56,10.71,26.7,14.2,37.7,7.8,18.6,7.57,15.5,78.3,6.2,55.3,11.7,16,0.2,14.4,2.5,10,19,576919,191,Urban Villages
06037570502,6616,Long Beach,-118.1668021,33.8674703,69.77,99,95-100% (highest scores),0.042,11.63,24.22,220.01,6.995,6181.98,1191.12,14,78,1.75,7,8.5,66.97,8.25,87.58,7.45,10.71,37.1,13.3,45.2,15.8,22.4,8.46,17,76.9,6.1,54.8,11,13.9,0.3,17.7,2.3,10,20,497075,208,Urban Villages
06037570601,5421,Long Beach,-118.1809849,33.8569402,45.35,83,80-85%,0.042,11.63,27.94,220.01,8.816,5625.35,532.05,0,4.05,0.03,7,0.2,44.03,5.42,87.58,6.26,10.71,37.1,9.7,49,15.4,30.8,8.36,16.4,78.1,5.5,57.3,8.6,17.9,0.1,14,2.1,9,17,499623,207,International Marketplace
06037570602,6356,Long Beach,-118.1729332,33.8561559,56.26,94,90-95%,0.042,11.63,26.67,279.74,7.037,5525.23,622.83,1.75,13.5,0.46,7,2.8,56.41,6.95,87.58,6.7,10.71,29.7,11.4,45.5,13.5,22,8.1,14.8,78,7.2,45.8,11.2,11.5,0.2,28.9,2.3,10,19,412088,177,Urban Villages
06037570603,4435,Long Beach,-118.1623214,33.8571712,53.43,92,90-95%,0.042,11.21,21.73,282.6,0.37,5509.62,659.54,7,38.5,0.85,0,10,54.62,6.73,72.65,7.73,9.04,18,6.2,63.6,15.5,32.2,7.94,19.8,73.5,6.7,23.6,9.7,54.8,0.2,8.5,3.3,10,19,443627,150,City Commons
06037571502,4661,Long Beach,-118.1835447,33.8421855,22.63,44,40-45%,0.042,11.21,20.9,220.01,0,6111.94,630.75,0,0,0,12,0,35.67,4.39,44.04,5.78,6.01,19.1,6.2,31.7,12.1,15.1,5.15,12.4,76.1,11.5,32.7,23.1,17.9,0.3,21.6,4.5,5,9,725417,148,City Lights
06037571503,3700,Long Beach,-118.1705772,33.8481676,18.26,34,30-35%,0.042,11.21,19.99,289.59,0,5467.6,566.94,1.75,3.5,0.2,0,2.5,40.41,4.98,38.3,4.49,5.33,10,2.1,33,9.8,16,3.67,12.7,76,11.3,31.5,22.4,17.4,0.6,24.5,3.6,4,7,453813,113,Urban Villages
06037571504,4699,Long Beach,-118.1697128,33.8387095,23.97,48,45-50%,0.042,11.21,19.6,279.64,0,5787.02,644.22,7,20,0.02,0,1,41.64,5.13,40.93,7.16,5.89,11,3.1,28,10.5,11.9,4.67,11.9,79.3,8.8,28.9,27.9,21.2,0.2,18,3.7,5,10,659527,161,International Marketplace
06037571600,2039,Long Beach,-118.1813827,33.8498715,35.65,70,65-70%,0.042,11.21,20.9,220.01,0,5644.32,536.66,0,0,0,12,0,34.51,4.25,73.74,13.38,9.08,25.6,15.2,85.9,36.5,19,8.39,25.9,66.5,7.6,37.4,4.5,52.5,0.1,2.8,2.7,7,14,116428,81,City Commons
06037571701,6352,Long Beach,-118.2017298,33.847882,58.46,96,95-100% (highest scores),0.042,11.63,21.52,220.01,0,6355.62,2288.07,5,19,0.38,13,3.85,57.7,7.11,84.93,6.47,10.4,27.5,12.8,53.9,18.1,21.3,8.23,17.5,76.1,6.4,57.8,9,14.2,0.3,16.3,2.4,10,20,500885,215,International Marketplace
06037571703,3667,Long Beach,-118.191734,33.8493201,40.18,76,75-80%,0.042,11.21,21.53,220.01,0,5768.12,850.9,0,4,0,12,0,38.9,4.79,87.58,7.09,10.71,33.2,12.4,57.4,16.3,19.6,8.39,16.4,70.5,13.1,59.3,8,14.8,0.1,15.5,2.2,8,16,236687,121,International Marketplace
06037571704,4107,Long Beach,-118.1870723,33.8499458,35.49,69,65-70%,0.042,11.21,21.64,220.01,0,5732.62,538.42,0,2,0,12,0,35.62,4.39,71.39,6.2,8.8,33.4,14.9,57.6,14.2,35.9,8.09,17.7,76.9,5.4,59.6,7,16.2,0.3,15,1.9,7,14,230859,132,International Marketplace
06037571800,3190,Long Beach,-118.1970981,33.8334835,18.35,34,30-35%,0.042,11.21,20.9,220.01,0.195,7033,2552.69,9,12.05,0.08,13,1.2,55.39,6.82,39.83,4.52,5.42,4.5,1,9.9,5.8,17.3,2.69,9,71,20,16.4,59.5,8.7,0.2,11.3,3.9,4,7,758191,114,Urban Chic
06037571900,5509,Long Beach,-118.1773895,33.8319177,23.49,46,45-50%,0.042,11.21,20.48,279.54,0,6926.35,764.51,7,24.15,0.1,12,2,52.59,6.48,49.43,5.37,6.99,3.7,4.1,15.8,5.3,10.4,3.63,11.3,76.8,11.9,18.7,48.3,16.4,0.5,12,4.1,5,10,1106862,188,City Lights
06037572001,5278,Long Beach,-118.1762684,33.8227205,25.03,50,45-50%,0.042,11.21,20.5,286.02,0,16578.37,962.32,5.55,40.65,0.48,11,2,56.96,7.02,44.94,4.61,6.48,3.7,2.4,15.1,8.7,17.9,3.57,13.1,77.5,9.4,25.5,50.6,8.5,0.4,10.7,4.4,5,10,999261,176,City Lights
06037572002,4409,Long Beach,-118.191637,33.8230804,30.62,61,60-65%,0.042,11.21,20.9,220.01,0,7540.65,2600.55,9,27.8,0,12,0.25,50.91,6.27,49.44,6.62,6.99,6.9,5.7,25.5,7.2,15.3,4.88,9.2,67.7,23.1,17.4,37.7,20.3,0.4,20,4.2,7,13,860049,176,Old and Newcomers
06037572100,1045,Long Beach,-118.2035057,33.8238924,45.22,83,80-85%,0.042,11.21,20.9,220.01,5.765,7269.61,3044.55,9,28.3,0,12,0.25,56.19,6.92,93.96,8.54,10.69,14,2.1,4.9,13.7,,6.53,11.3,78.1,10.6,29.3,18.8,13.7,0.5,34.3,3.5,9,17,129164,34,Pleasantville
06037572201,6197,Long Beach,-118.1953378,33.81618,44.11,82,80-85%,0.042,11.21,27.39,220.01,0.668,8045.9,1826.56,6.75,30.1,0.1,11,6.45,62.15,7.66,70.85,5.59,8.5,16.2,5.7,25.3,10,13.3,5.76,11.2,73,15.8,30.5,17.6,16.9,0.2,31.3,3.5,9,17,918513,222,Retirement Communities
06037572202,3609,Long Beach,-118.1953401,33.8089196,37.26,72,70-75%,0.042,11.21,29.12,220.01,0,9126.59,821.18,8.25,14.3,0.23,11,12.5,57.44,7.08,94.23,3.97,10.75,14.1,6.7,19.1,8.3,11,5.27,12.1,74.6,13.3,34.3,17.3,15.4,0.2,30,2.8,8,15,367805,129,Pleasantville
06037572301,3833,Long Beach,-118.2215755,33.8219958,62.87,97,95-100% (highest scores),0.042,11.21,26.67,218.07,10.299,9073.59,2119,14.6,13.95,3.68,23,6.5,68.99,8.5,72.09,5.24,9.55,30.3,12.2,46.6,12.9,25.5,7.4,16.3,76.2,7.5,58.8,4.1,8,0.1,26.8,2.2,10,20,244612,115,Urban Villages
06037572302,3483,Long Beach,-118.2105459,33.8161834,45.67,84,80-85%,0.042,11.21,27.92,220.01,9.953,8277.79,1936.95,1.3,6.55,0,11,0.2,52.13,6.42,67.58,5.5,8.88,20.9,12.2,37.9,14.7,24.4,7.11,14.9,76.1,9,53.9,3.7,12.2,0.1,27.7,2.3,9,17,213179,89,Urban Villages
