OBJECTID,Ozone Pctl,PM 2.5 Pctl,Diesel PM Pctl,DrinkingWater Pctl,Pesticides Pctl,Tox Releases Pctl,GroundWater Threats Pctl,Asthma,Asthma Pctl,Cardiovascular Pctl,Education Pctl,Poverty Pctl,Children < 10 (%),Elderly > 65 (%),Hispanic (%),White (%),Asian American (%),Other (%),Shape_Length,Shape_Area
404,53,93,83,79,0,76,38,36.15,36,15,28,34,9.4,11.5,37.8,46.2,10.4,3.2,6865.190437,2043761.167
405,53,93,84,79,0,77,61,45.7,51,31,69,80,9.7,9.2,60.1,23.4,12.4,2.1,4296.10293,897835.3744
406,65,82,29,88,32,63,0,16.87,5,19,9,8,12.5,18.7,5,86.4,3.7,3.1,23478.64755,9770337.943
407,65,69,23,87,7,62,0,15.68,4,15,3,12,12,21,4.3,83.4,6.2,4,20884.23165,11645157.33
408,65,69,20,87,4,62,0,9.31,0,5,5,12,11.3,21.1,4.8,83.2,6.7,4.4,21927.25226,11092369.67
409,61,69,21,87,34,62,0,10.65,1,12,15,11,10.1,23,5.7,82.5,6.6,3.9,25906.24405,12824262.3
410,65,69,36,64,36,61,0,7.68,0,1,5,2,10.6,20.9,4.7,79.6,9.6,4.1,19270.74105,12528464.97
411,65,66,39,70,23,58,22,12.54,2,4,2,5,9.2,27.2,11.7,71.6,12.1,3.4,27370.85523,19115599.34
412,74,54,9,91,0,62,14,33.37,31,41,5,11,10.1,14.3,8.6,65.1,22.7,2.9,11345.48084,6757331.014
413,74,66,11,37,0,62,71,41.31,44,61,19,16,10.3,13.3,8.9,54.1,33.6,2.6,7983.92527,2784469.514
414,74,54,26,96,0,61,71,33.65,31,41,27,9,9.6,13.9,8.8,60.9,26.3,3.3,15462.64746,9049216.015
415,74,66,25,95,0,62,72,41.27,44,61,27,18,10.3,10.9,16.5,58.5,20.9,3.3,8825.188748,2939368.001
416,74,66,25,37,0,62,71,28.99,23,37,29,23,9.3,8.9,13,50.3,33.6,2.4,7465.842581,1949905.487
417,74,66,39,90,0,63,78,21.05,9,45,23,27,10.2,10.5,14.3,54.9,27,2.8,7861.75751,2428339.771
418,74,66,34,95,0,63,77,21.2,10,29,39,39,10.8,15.6,11.7,59.9,24.3,3.2,11805.35296,3226423.795
419,74,69,19,96,0,64,16,14.67,3,17,10,12,10.1,17.5,9.4,76.7,10.2,3.1,23557.38419,19573235.3
420,74,69,51,96,0,65,0,16.84,5,15,17,13,9.9,21.3,6.5,79.7,10.6,2.5,24585.01872,16798134.67
421,69,69,45,96,0,65,71,16.62,5,28,24,37,10.2,16.3,12.3,67.3,15.8,3.4,17140.41889,8995607.247
422,69,69,41,96,0,67,4,19.75,8,15,14,1,9.8,18.8,8.3,61.6,26.1,3.4,15955.59612,10182084.83
423,69,69,38,96,0,68,25,29.96,25,45,22,11,10.8,19.1,12.6,66.6,16.2,4,13611.80082,6446319.434
424,69,82,50,96,0,68,4,27.95,21,44,42,41,9,15.7,18.7,55.8,20,3.1,7778.587061,3029082.471
425,69,82,64,96,0,67,0,24.87,16,55,33,32,10.4,18.3,12.5,71.1,11.9,3.7,6793.949941,1969186.944
426,74,82,75,96,0,67,0,35.16,34,56,47,42,8.8,18.2,8.3,69.9,17.4,3.5,3883.206199,798758.5775
427,74,82,75,96,0,67,0,35.14,34,56,51,66,9.4,15.2,11.4,62.7,18.8,4.1,3195.233614,601099.9693
428,74,82,75,96,0,67,29,35.16,34,56,41,8,10.7,17.1,8.7,75.6,11.9,3,4718.104626,1131179.247
429,74,82,75,96,0,67,44,35.16,34,56,52,60,8.7,15,8.1,68.2,17.9,4.9,4922.744972,1212702.117
430,74,82,75,96,0,67,0,30.71,26,43,31,7,12.3,17.5,10.5,79.1,7.2,2.4,7298.028833,1708888.412
431,78,82,59,96,0,66,2,25.23,17,44,32,24,10.6,16.6,7.4,81.2,7.1,3.6,7025.191207,2333533.676
432,78,82,78,96,0,67,39,33.51,31,76,51,27,7.7,15.9,8.4,79.4,8.4,3.4,5167.649514,878852.1166
433,78,82,79,96,0,67,81,31.91,29,70,77,78,8.6,14.4,8.6,77.7,7.6,4.9,5567.691645,974141.0344
434,74,82,78,96,0,67,97,32.65,30,74,73,73,8.7,15.5,18.9,66.8,8.3,4.7,9655.290963,3306877.933
435,74,82,82,96,0,67,89,29.83,25,60,64,50,10.3,10.8,42.6,38.1,13.9,3,5731.054219,1470672.839
436,74,82,75,96,0,68,80,31.62,28,45,59,36,8.1,17.9,21.7,56.2,16.4,4.1,5718.34199,1359205.775
437,69,82,75,96,0,69,86,34.66,33,53,54,72,8.8,13.9,17.6,63.5,13.8,4.1,4521.576531,1214609.72
438,69,82,75,96,0,68,38,37.44,38,66,48,61,9.3,15,18.9,52,21.6,4.9,4115.351147,1059121.941
439,69,82,75,96,0,68,40,35.62,35,57,56,69,9.6,15.1,16.2,61.5,17,4.3,3472.604282,698149.6076
440,69,82,62,96,0,68,0,38.24,39,75,48,56,9.3,19.4,14,64.2,16.1,4,6251.104685,1603329.807
441,69,82,74,96,0,68,0,38.17,39,75,51,62,7.5,18.5,15.3,62.6,15.6,4,3556.276568,738995.5772
442,69,82,53,96,0,68,0,35.28,34,66,67,65,8.2,16.8,12.5,70.8,12.5,3,2449.303105,348177.1977
443,69,82,53,96,0,68,2,38.24,39,75,64,72,8.2,14.7,15.7,61.3,17.5,4.3,2847.342694,497705.6592
444,69,82,67,95,0,69,9,47.01,53,80,53,58,8.9,14.1,21.6,56.5,18,2.4,6736.983777,1517099.557
445,69,82,67,96,0,69,4,49.72,56,90,68,83,8.3,14.4,22.1,55.1,18.3,3.7,3527.17173,807809.1351
446,69,82,62,95,0,68,22,35.29,34,60,50,61,9.4,11.9,25.7,39.4,28.3,3.8,4547.466841,838252.5228
447,69,82,71,96,0,69,0,34.92,33,60,79,85,7.2,23.1,14.5,68.8,12,3.7,3935.282216,728217.8317
448,69,82,72,96,0,69,0,58.06,67,97,67,79,9.8,14.3,23.8,59.7,12.1,3.4,4030.359554,747920.0833
449,69,82,76,96,0,71,82,59.28,68,62,61,59,9.8,13.5,21.1,51.1,23.5,2.3,4870.162373,1026863.501
450,69,82,76,96,0,72,56,72.69,80,79,72,71,10.1,13.4,34.4,44.6,16.9,2.2,4457.84776,928442.5163
451,69,82,76,96,0,70,78,67.93,77,73,69,72,9.8,14.7,37.3,41.2,17,2.5,6660.718593,2010231.367
452,69,82,71,96,0,69,0,58.06,67,97,64,81,10,13.5,25.4,60,11.5,2.5,3669.384367,476863.6228
453,69,82,72,96,0,70,0,58.06,67,97,77,82,9.8,12,32.9,50.8,12.6,2.9,4213.203897,550435.6706
454,65,82,76,96,0,71,53,54.47,62,85,63,89,11.8,12.4,43.5,38.8,13.3,2.7,5712.179466,778081.9169
455,65,82,69,96,0,70,23,50.92,57,89,63,57,9.9,15.1,29.3,53.9,11.1,3.5,5544.054953,1326085.478
456,78,82,27,94,0,63,83,21.94,11,5,44,8,10.3,18.7,10.7,72.5,12.9,2.8,21205.48382,19345195.54
457,78,82,25,83,0,65,43,36.48,36,39,31,54,10.5,12,13.7,67.3,14,3.3,5148.967134,1611891.548
458,78,82,42,94,0,66,29,35.07,34,37,44,38,10.1,11.4,13,71.5,9.5,4.1,5039.633758,1343024.191
459,78,82,25,83,0,64,40,36.88,37,29,22,2,10.4,19.5,10.8,69.6,15.5,3.4,6880.742047,1559680.748
460,78,82,74,83,0,63,94,38.09,39,32,42,28,10.4,13.2,23.7,61,10.9,3.3,7453.919112,2063081.716
461,78,82,94,83,0,63,97,38.06,39,32,64,64,12.3,6.9,57.7,27.8,9.2,2.3,9161.837024,2886648.138
462,78,82,34,83,0,64,95,38.08,39,32,52,50,11.3,10,32.3,43.5,17.2,3.8,6931.628354,1498725.769
463,78,82,25,83,0,65,76,32.27,29,20,12,16,9.9,13.7,20.5,58.5,15.4,2.9,5133.594046,1300568.841
464,78,82,42,83,0,66,88,24.02,14,9,52,64,7.6,22.6,16.4,66.1,12.1,3.8,4405.815947,753757.3621
465,78,82,80,83,0,66,92,31.3,28,23,46,54,7.1,20.5,14.5,65.3,12.6,4,4991.895349,1543462.07
466,78,82,83,95,0,67,95,32.34,29,28,49,68,9.6,11.4,17.9,66.4,8.8,4.8,5967.889958,1477746.821
467,78,82,83,83,0,66,90,39.64,41,24,53,29,10.1,14,30.1,54,10.3,3.3,8705.220229,3148661.099
468,78,82,78,83,0,65,85,44.44,48,32,36,20,10.8,13.4,31.9,52.8,11,2.6,7898.129805,3168723.313
469,78,82,85,83,0,64,77,38.07,39,33,34,25,10.6,11.1,32.2,51.2,12,2.6,5792.711072,1943516.765
470,78,82,87,83,0,63,86,40.63,43,41,52,30,10.6,13.1,39.1,45.7,10.8,2.3,6668.564894,2490033.96
471,78,82,76,83,0,64,0,39.76,42,38,41,39,11.3,11.7,33,55.4,8.4,1.9,5169.869489,1448847.704
472,78,82,76,83,0,64,0,39.81,42,38,31,31,12.1,13.4,25,60,10.3,2.5,5434.936011,1788348.143
473,74,82,76,82,0,65,0,36.43,36,29,29,20,11.2,14.4,16.6,70.4,8.3,3,5609.824997,1379019.801
474,78,82,78,83,0,65,9,38.62,40,35,28,25,10.8,11.5,23.3,61,10.2,3,5929.356569,2190643.346
475,74,82,75,83,0,66,39,31.28,27,19,23,26,8.4,11.4,16,64.4,11.1,3.2,9154.667153,4121509.449
476,78,84,83,83,0,67,81,41.73,45,28,37,18,8.7,16.7,19.1,65.1,10.1,3.1,7732.197108,3454772.08
477,78,84,83,83,0,67,95,46.27,51,48,59,57,10.8,8.1,43.6,40.9,8,3.2,4257.59792,867213.5171
478,78,82,83,83,0,67,96,38.27,39,34,68,57,10.9,6.3,48.7,31,12.4,2.9,4594.903979,1212612.815
479,74,82,64,,0,65,61,0,0,0,,,0,0,,,,,6354.3322,1820970.699
480,82,66,61,60,0,52,6,73.39,81,21,80,52,16.8,6.7,90.3,7.2,1,0.3,7981.055926,2787885.349
481,82,66,74,45,0,53,55,75.35,82,23,92,82,17.8,7.3,94,4.6,0.2,0.3,6078.572223,1347248.322
482,82,66,73,60,0,53,34,72.81,80,21,90,51,14.8,8.7,89.5,7.5,1.4,0.7,6860.237272,2378484.783
483,82,66,74,60,0,53,48,69.54,78,20,93,83,15.3,10.5,96.4,2,0.6,0.3,6777.988741,2515435.973
484,69,53,33,71,0,64,66,33.17,31,11,43,26,12.6,16.3,28.4,15.3,10.7,5.4,32898.30012,7988105.389
485,69,54,24,85,0,64,74,14.54,3,22,10,8,9.2,17.9,5.9,62.6,28.2,2.9,22045.41573,11083154.13
486,69,54,35,52,0,64,70,14.54,3,22,8,7,11.9,13.3,6.3,61.5,28.5,3.3,11175.15117,3824715.399
487,74,54,16,53,0,63,24,14.44,3,18,7,5,10.1,15,5.7,71.2,19.4,3.3,13692.19035,6236540.493
488,69,66,35,93,0,65,73,13.41,2,13,5,7,9,17,6.7,65.5,24.8,2.4,16596.14352,10908042.55
489,69,54,28,90,0,69,0,19.51,8,1,3,9,9.5,24.6,8.9,72.2,13,3.4,15597.90951,9873095.068
490,78,82,94,,0,63,99,0,0,0,,,0,0,,,,,8368.385375,3392421.473
491,82,54,87,70,0,54,2,74.19,82,78,,,26.2,6.2,78.6,19.3,0,0,12485.84681,4924326.7
492,69,84,45,79,0,69,48,23.16,13,21,,,7.1,7.1,35.7,57.1,0,7.1,29879.34664,31116553.05
493,53,93,88,79,0,78,63,22.73,12,2,77,98,5.5,22.6,14,28.7,56.1,0.6,13355.90516,5607406.873
494,65,54,4,79,9,55,25,11.12,1,11,,0,8.1,19.7,15.6,71.1,8.7,2.9,57217.60529,64676360.27
495,78,69,29,,0,62,6,0,0,0,,,0,0,,,,,22310.16963,12506758.47
496,78,69,65,70,43,59,0,36.02,35,21,,,9.1,3,6.1,57.6,27.3,9.1,18843.85325,10193410.21
497,85,54,86,79,0,49,4,29.46,24,4,,,0,0,25,75,0,0,15021.19718,9225958.733
498,82,54,78,70,71,56,4,22.55,12,13,,,12.9,16.1,12.4,72.6,10.8,2.7,17055.40158,12126040.57
499,78,54,11,85,0,59,0,30.96,27,39,,,0,10,5,85,0,10,37888.13883,20404683.32
500,69,43,16,74,42,65,9,39.21,41,24,33,26,11.2,12.5,19.6,34.4,4.9,6.1,14689.20014,7278330.051
501,69,53,21,61,35,67,25,43.13,46,30,37,40,12.3,10.6,42,16.8,3.2,4,6477.076076,1914570.588
502,69,53,26,71,0,67,25,39.55,41,21,71,61,13.5,10.7,53.8,8.6,3.3,3.1,9387.100651,2677797.394
503,69,31,3,97,2,66,0,18.21,6,9,,1,5.1,8.4,20.2,67.2,10.1,0,129427.0374,228289758.9
504,91,5,2,14,0,9,0,21.36,10,51,13,56,10.4,8.2,13.4,80.7,1.3,3,37167.02448,34192002.53
505,91,9,3,61,0,10,0,28.39,22,41,28,12,9.6,11.8,14.9,68.4,5.2,3.7,51745.84523,91990716.15
506,85,9,6,44,0,9,0,23.59,13,46,43,22,10.2,9.1,20.2,74.1,2.6,2,45754.64963,96257398.29
507,82,12,7,49,0,18,0,31.12,27,59,52,40,8.4,12.6,19.4,73.7,1.5,2.6,73217.73318,162440118.7
508,91,33,26,60,0,12,0,34.35,32,67,35,18,13.2,7.8,27.7,55.3,7.7,3.3,14248.16565,8121776.61
509,85,33,10,60,0,11,0,36.06,35,73,44,8,12.9,6.6,27.9,61.9,5.4,2.5,23077.00672,15883058.28
510,85,41,20,57,0,28,22,31.03,27,38,12,14,7.5,13.5,12,77.5,7,2.1,23104.84464,17857753.06
511,85,20,12,86,0,11,9,35.51,34,75,32,14,12.1,6.1,24.1,61.9,8.7,2.4,26638.92069,35137678.18
512,82,18,3,56,0,46,36,23.93,14,8,,29,4.2,9.8,28.9,58.4,1,2,176364.7388,477109707
513,85,18,4,58,0,9,0,15.47,4,58,19,16,8.7,13.4,18.7,75.2,1.8,2.1,61850.9338,121834031.4
514,91,20,1,80,0,10,0,14.23,3,48,,48,5.9,8,24.5,62.9,1,2.8,91910.74922,241194065.6
515,91,11,1,61,0,9,0,13.71,2,40,28,27,10.1,13.2,11.4,81.8,1.7,3.8,61937.52431,106977590.8
516,98,43,88,82,0,18,42,25.87,18,57,41,5,10.1,19.6,23.6,64.9,7.1,2.4,16421.28815,12277276.78
517,91,41,19,86,0,17,0,15.33,4,61,12,5,15.8,5.1,19.1,65.3,9.4,3.5,14324.06824,8652382.067
518,91,41,19,72,0,17,0,14.83,3,51,25,5,15.3,5.9,18.9,63,9.8,3.8,8128.835922,3127955.078
519,98,43,82,79,0,19,32,32.05,29,88,43,30,10.6,9.7,24.9,65.6,5.2,2.5,7617.569891,3062891.591
520,91,41,19,55,0,18,0,24.17,14,67,17,16,12.4,6.9,18.4,71,6.5,2.7,4889.394356,1432269.072
521,91,41,16,71,11,15,2,21.39,10,64,36,19,12.8,8.5,22.5,67.1,5,3.2,23141.56394,15989621.54
522,98,53,62,63,0,16,9,50,56,86,77,56,12.2,9.6,48.8,45.1,1.7,2.4,7665.403835,1978519.541
523,91,33,5,79,25,12,0,17.02,5,44,79,60,5,18.6,19.8,74.5,2.6,2.1,25483.77447,18628586.54
524,98,43,58,64,0,16,9,27.23,20,56,19,13,19.3,4.2,27.9,52.4,12.3,3.6,11364.40155,3957959.112
525,98,43,62,64,0,16,3,50.05,56,86,26,26,12.7,8.3,34.5,54,4.7,3.8,10142.85804,3289196.94
526,98,53,62,55,0,16,25,37.63,38,64,47,40,15,3.9,31.2,49.1,10.6,4,8788.743649,3858812.166
527,98,43,82,57,0,16,14,22.16,11,24,32,28,8.4,33.7,21.4,63.5,10,2,18037.60228,9360509.687
528,91,33,14,71,26,14,0,14.49,3,22,31,3,15.4,5.1,21.9,57.6,12.6,3.2,19906.3359,18202613.5
529,91,33,4,79,0,12,0,26.95,19,34,55,49,7.2,13.2,24.5,64.9,2.9,3.3,10819.60162,5075553.439
530,91,41,49,70,0,14,0,39.92,42,66,38,51,14.3,6.9,29.6,52.4,9.4,3.4,16680.21409,13279080.61
531,91,43,63,62,0,15,0,48.35,54,83,59,65,15.8,5.8,49.6,36.7,7.8,2.6,7508.278473,3643532.466
532,98,43,62,46,0,15,0,50.05,56,86,67,41,15.4,5.9,55.7,35,4.7,2.1,6364.048591,1790997.373
533,91,43,65,46,0,14,0,32.47,29,57,69,79,19.7,3.1,58.4,22,6,2.8,6636.752227,1354910.432
534,91,41,65,55,0,14,0,30.97,27,52,61,66,17,6.7,49.6,35.1,5.9,2.4,7350.136989,1473435.889
535,91,41,65,46,0,14,0,38.16,39,77,25,2,9.4,9.4,22.5,64.2,7.5,3.7,6506.530394,1539040.63
536,91,33,59,72,0,13,0,33.31,31,61,25,21,15.4,7,26.1,50.5,13.3,3.6,10089.06443,4359578.17
537,91,41,65,46,0,13,2,38.16,39,77,41,44,17.6,3.8,38.3,35.8,9.7,4.2,7871.08906,2662976.433
538,98,43,82,57,0,15,0,34.4,32,75,40,28,13.8,9.6,28.7,47.7,12.8,4.1,14626.34353,5536916.837
539,91,43,62,57,0,30,36,35.51,34,70,22,14,17.4,5.5,23.4,43.3,24.7,3.2,24908.4735,27505687.76
540,98,43,77,46,0,18,2,32.05,29,88,19,3,12.1,6.9,24.2,60.9,9,3.4,5603.005978,1462206.349
541,91,41,19,55,0,17,0,24.56,15,69,6,8,11.8,5.4,20.1,64,9.3,3.4,7377.470757,2762382.988
542,91,43,90,74,0,23,25,15.26,3,24,15,5,19.2,4.3,13.6,50.6,27.6,3.7,10510.30114,4121945.208
543,98,41,75,74,0,21,0,19.92,8,54,10,15,14,13.9,14.8,65,12.8,3.2,10113.43696,3324502.222
544,98,41,82,54,0,21,0,21.11,9,59,13,9,15.9,3.6,12.1,66.7,15.3,3.3,6292.33939,1558293.567
545,98,41,29,54,0,20,0,17,5,35,12,2,12.1,7.6,19.7,65.2,8.8,3.7,7260.908355,1724321.834
546,98,43,90,54,0,20,32,18.24,6,42,29,13,11.1,15.1,18.4,68.9,7.8,2.4,6580.078148,2543948.532
547,98,43,91,74,0,23,25,18.38,6,38,2,17,17,3.8,16.8,55.5,19.6,4,13570.58423,4170527.577
548,98,43,91,73,0,21,22,18.15,6,38,,10,13.4,7.1,15.3,63.5,15,3.1,12949.63785,5316842.156
549,98,53,28,63,0,24,57,37.29,37,87,40,36,11.7,14.9,28.2,60.9,4.9,3,21481.64404,18782391.54
550,98,53,28,80,0,16,0,37.29,37,87,41,38,12.7,10.7,35.5,54.9,5.4,2.3,9283.158226,4295006.264
551,100,53,35,82,0,17,25,24.71,16,63,21,9,12.6,7.3,21.4,65.5,7.8,2.5,19587.63674,16729152.92
552,98,53,36,53,0,16,0,17.75,6,25,12,3,11,18.2,24.4,65,6.3,2.1,5650.776509,1538360.24
553,98,53,91,53,0,22,68,24.53,15,63,20,15,10.8,6.2,13.3,68.1,10.7,3.7,7752.036778,3532074.234
554,98,53,68,54,0,20,58,24.53,15,63,19,10,11.6,8.6,18,68.8,7.8,3,7787.155832,3239569.966
555,98,53,56,53,0,19,68,24.53,15,63,21,4,9.4,16.1,13.7,70.5,11.1,2.7,8880.233486,4849663.792
556,98,53,30,53,0,17,0,24.53,15,63,32,23,11.3,14.4,19,67.3,8.5,3.1,6255.961172,2223535.365
557,98,53,47,64,0,16,27,31,27,73,48,19,6.8,7.9,16.8,73,5.3,1.8,13445.40695,6284498.364
558,98,53,51,53,0,17,0,23.31,13,56,39,32,11,16.2,16.2,70.7,7.7,2.9,8282.227724,4113293.245
559,98,53,26,79,0,16,15,24.67,15,49,88,78,19.2,4.4,74.3,20.2,3,1.2,8144.505141,2447369.728
560,98,53,28,62,0,15,9,37.29,37,87,88,87,19.7,3.6,72,15.5,6.5,1.7,8069.129787,2422179.753
561,78,31,4,82,4,53,76,41.49,44,33,44,44,12.3,10.4,36.8,55.5,3.5,1.5,169732.8143,448797740.1
